,BNP.PA.Open,BNP.PA.High,BNP.PA.Low,BNP.PA.Close,BNP.PA.Volume,BNP.PA.Adjusted
2013-05-13,44.84,44.904999,43.82,44.154999,3585556,32.609394
2013-05-14,44.52,45.075001,44.009998,45.044998,3649856,33.266678
2013-05-15,44.700001,45.790001,44.389999,45.75,4687555,33.787331
2013-05-16,45.494999,46.18,45.310001,45.849998,3848669,33.861187
2013-05-17,45.84,47.049999,45.599998,46.490002,7931358,34.333843
2013-05-20,46.674999,47.25,46.200001,46.705002,3140982,34.492626
2013-05-21,45.900002,45.970001,44.665001,45.485001,4628443,34.706268
2013-05-22,45.419998,46.369999,44.919998,46.049999,4250572,35.137379
2013-05-23,44.59,45.205002,44.200001,44.779999,5796041,34.168335
2013-05-24,45.02,45.23,43.77,44.220001,4362249,33.741039
2013-05-27,44.445,45.18,44.445,45.105,1623707,34.416321
2013-05-28,45.465,46.799999,45.384998,46.040001,4787419,35.129749
2013-05-29,45.950001,46.095001,45.259998,45.27,4043610,34.542221
2013-05-30,45.330002,46.220001,45.330002,45.630001,3905461,34.81691
2013-05-31,45.869999,45.970001,45.325001,45.325001,4449267,34.584187
2013-06-03,45.139999,46.189999,44.630001,45.299999,3914157,34.565109
2013-06-04,45.889999,46.139999,45.084999,45.235001,2847372,34.515514
2013-06-05,45,45.695,44.59,44.66,3628927,34.076771
2013-06-06,44.400002,45.080002,43.549999,43.705002,4104747,33.348087
2013-06-07,43.709999,44.830002,43.575001,44.439999,4367765,33.908909
2013-06-10,44.645,44.919998,43.57,43.900002,3137021,33.49688
2013-06-11,43.68,43.845001,42.450001,43.084999,4203005,32.875008
2013-06-12,43.095001,43.605,42.400002,42.555,3121221,32.470608
2013-06-13,41.990002,43.395,41.349998,43.25,5660045,33.000908
2013-06-14,44,44.075001,43.145,43.279999,3051839,33.0238
2013-06-17,43.400002,44.02,42.865002,43.75,2914637,33.38242
2013-06-18,43.555,44.584999,43.27,44.130001,3069512,33.672371
2013-06-19,44.200001,44.209999,43.400002,43.665001,3330389,33.317562
2013-06-20,42.799999,43.060001,41.529999,41.794998,7059362,31.890701
2013-06-21,41.775002,42.419998,40.68,40.720001,8218995,31.07045
2013-06-24,40.299999,40.875,39.334999,40.145,7172969,30.631712
2013-06-25,40.945,41.369999,40,41.305,6341466,31.516825
2013-06-26,41.34,42.849998,41,42.43,5348679,32.375225
2013-06-27,42.509998,43.080002,41.84,42.544998,4513086,32.462971
2013-06-28,42.785,43.009998,41.5,41.974998,4507485,32.028049
2013-07-01,42.895,43,41.5,42.41,4034304,32.359962
2013-07-02,42.924999,42.924999,42.105,42.314999,3233046,32.287476
2013-07-03,41.584999,41.799999,40.509998,41.330002,5720019,31.535894
2013-07-04,41.785,43.505001,41.435001,43.310001,5638770,33.046688
2013-07-05,43.549999,44.299999,42.955002,42.955002,5107314,32.775818
2013-07-08,43.330002,44.540001,43.110001,44.130001,3573496,33.672371
2013-07-09,44.455002,44.75,43.549999,43.904999,3880411,33.50069
2013-07-10,43.785,44.349998,43.310001,44.099998,3359511,33.649479
2013-07-11,44.869999,45.07,43.91,44.125,3535639,33.668556
2013-07-12,44.395,44.720001,43.599998,44.009998,2842530,33.580807
2013-07-15,44.25,44.895,44.110001,44.43,2407076,33.901276
2013-07-16,44.525002,44.639999,43.669998,43.785,2245863,33.409126
2013-07-17,43.994999,44.5,43.389999,44.115002,2808556,33.660923
2013-07-18,43.884998,45.189999,43.724998,44.900002,3503588,34.259903
2013-07-19,44.875,45.349998,44.720001,45,3433105,34.336205
2013-07-22,45,45.990002,44.884998,45.75,3339398,34.90847
2013-07-23,46,46.299999,45.654999,45.654999,3631006,34.835987
2013-07-24,45.875,47.5,45.849998,47.279999,6055790,36.075905
2013-07-25,47.355,47.84,46.959999,47.755001,4424253,36.438343
2013-07-26,48,48.625,47.845001,48.145,4488491,36.73592
2013-07-29,48.095001,48.5,47.865002,48.215,3342818,36.789333
2013-07-30,48.360001,48.470001,47.490002,47.849998,3530769,36.51083
2013-07-31,48.25,48.805,47.235001,48.634998,6727661,37.109802
2013-08-01,49,50.299999,48.814999,49.75,6079169,37.960575
2013-08-02,49.860001,49.959999,49.044998,49.255001,3928025,37.582882
2013-08-05,49.355,49.695,49.185001,49.400002,2258686,37.69352
2013-08-06,49.419998,49.855,48.610001,49.09,3366649,37.456982
2013-08-07,48.740002,49.845001,48.43,49.59,3427901,37.838497
2013-08-08,49.685001,50.279999,49.43,49.939999,3735299,38.105556
2013-08-09,50,50.200001,49.529999,49.764999,2952881,37.972023
2013-08-12,50,50.150002,49.474998,49.950001,2351173,38.113186
2013-08-13,49.985001,50.200001,49.450001,50.150002,2949105,38.265789
2013-08-14,50.220001,50.290001,49.615002,50.220001,3335246,38.319202
2013-08-15,50.110001,50.669998,49.235001,49.865002,2877943,38.048332
2013-08-16,49.884998,51.040001,49.700001,50.91,3764781,38.845695
2013-08-19,50.77,50.889999,49.560001,49.775002,3720117,37.97966
2013-08-20,49.400002,49.490002,48.185001,49.035,4558817,37.415012
2013-08-21,49.220001,49.474998,48.735001,48.799999,2432973,37.235706
2013-08-22,49.025002,50.310001,48.974998,49.865002,3456944,38.048332
2013-08-23,49.974998,50.48,49.294998,50.25,2660013,38.342094
2013-08-26,50.139999,50.16,49.375,49.514999,1720582,37.781269
2013-08-27,49.240002,49.650002,47.529999,47.764999,5119061,36.445969
2013-08-28,47.639999,48.48,47.349998,48.32,4643968,36.869453
2013-08-29,48.610001,48.790001,47.900002,48.389999,3055691,36.922863
2013-08-30,48.264999,48.465,47.415001,47.415001,3752322,36.178917
2013-09-02,48.16,49.215,48,48.950001,3279694,37.350159
2013-09-03,49.505001,49.505001,47.91,48.27,3672126,36.831299
2013-09-04,48.450001,48.669998,47.419998,48.485001,3424323,36.995354
2013-09-05,48.650002,49.16,48.369999,48.805,3350368,37.239517
2013-09-06,48.695,49.895,48.630001,49.740002,4462074,37.95295
2013-09-09,49.650002,49.895,49.185001,49.514999,2333728,37.781269
2013-09-10,49.994999,50.950001,49.785,50.740002,4316712,38.715981
2013-09-11,50.66,50.82,50.240002,50.75,2724074,38.723606
2013-09-12,50.75,51.139999,50.23,50.490002,3010803,38.525219
2013-09-13,50.189999,50.25,49.334999,50.060001,3494784,38.197117
2013-09-16,50.799999,50.799999,50.259998,50.59,2637207,38.601524
2013-09-17,50.400002,50.57,49.935001,50.419998,2283361,38.471806
2013-09-18,50.02,50.68,49.634998,50.529999,3506121,38.55574
2013-09-19,51.5,51.560001,50.720001,50.950001,4092500,38.876213
2013-09-20,50.73,51.07,50.52,50.759998,5620347,38.731236
2013-09-23,50.889999,51.299999,50.689999,50.830002,3803639,38.784653
2013-09-24,50.939999,51.23,50.650002,51.09,3231881,38.983036
2013-09-25,50.849998,51.450001,50.759998,51.380001,2881740,39.204319
2013-09-26,51.419998,51.5,50.41,50.84,3320469,38.792282
2013-09-27,50.84,51.080002,50.48,50.889999,2953878,38.830433
2013-09-30,49.880001,50.200001,49.529999,50,4248670,38.151337
2013-10-01,50.169998,50.860001,50.049999,50.849998,2975895,38.799911
2013-10-02,50.610001,51.389999,50.400002,51.119999,3523779,39.005924
2013-10-03,51.139999,51.290001,50.369999,50.580002,2157635,38.593895
2013-10-04,50.560001,51.349998,50.560001,51.119999,2834608,39.005924
2013-10-07,50.950001,51.16,50.490002,51.060001,2388794,38.960144
2013-10-08,50.950001,51.150002,50.549999,50.549999,2628293,38.570999
2013-10-09,50.700001,51.990002,50.610001,51.5,3702281,39.295876
2013-10-10,51.990002,53.5,51.830002,53.389999,5270694,40.737999
2013-10-11,53.73,53.880001,53.049999,53.400002,2451196,40.745628
2013-10-14,52.98,53.700001,52.540001,53.700001,2217112,40.974537
2013-10-15,54,54.330002,53.650002,54.169998,3331359,41.333157
2013-10-16,54.009998,54.560001,53.790001,54.299999,3496535,41.432354
2013-10-17,54.07,54.400002,53.450001,54.25,3315322,41.394203
2013-10-18,54.5,54.700001,54.23,54.299999,4315370,41.432354
2013-10-21,54.189999,54.25,53.509998,53.77,3113742,41.02795
2013-10-22,53.529999,54.41,53.529999,54.18,2630049,41.34079
2013-10-23,53.700001,53.700001,52.849998,53,3404791,40.440414
2013-10-24,54,54.279999,53.689999,54.189999,3371425,41.348423
2013-10-25,53.52,53.779999,52.959999,53.349998,2944838,40.707478
2013-10-28,53.540001,53.740002,52.099998,52.709999,2712494,40.219143
2013-10-29,52,53.560001,51.689999,53.509998,3033306,40.829559
2013-10-30,53.599998,54,52.389999,52.77,2779920,40.264923
2013-10-31,53.799999,54.799999,53.549999,54.540001,6195461,41.615475
2013-11-01,54.599998,55.139999,54,54.150002,3010124,41.317898
2013-11-04,54.650002,54.900002,53.799999,53.98,2510617,41.188183
2013-11-05,54.02,54.18,52.77,53.23,3788858,40.615917
2013-11-06,53.650002,53.869999,53.259998,53.41,2695264,40.753258
2013-11-07,53.279999,55.509998,53.119999,53.619999,6630692,40.91349
2013-11-08,53.18,53.450001,52.34,53.099998,4656858,40.516716
2013-11-11,52.970001,53.77,52.77,53.549999,2229699,40.860085
2013-11-12,53.619999,53.990002,53.25,53.27,2288678,40.646435
2013-11-13,53.189999,53.459999,52.470001,52.91,2991922,40.371746
2013-11-14,54,54.48,53.669998,54.43,4980920,41.531548
2013-11-15,54.5,54.889999,54.330002,54.48,3185874,41.569698
2013-11-18,54.860001,55.07,54.41,54.75,3423173,41.775711
2013-11-19,54.310001,54.389999,53.630001,53.790001,3508712,41.043213
2013-11-20,53.84,54.400002,53.639999,53.91,3226189,41.134769
2013-11-21,53.52,54.41,53.290001,54.110001,2146023,41.287376
2013-11-22,54.290001,54.75,53.990002,54.669998,2255819,41.714672
2013-11-25,54.939999,55.060001,54.650002,54.93,2954560,41.913059
2013-11-26,54.75,55.209999,54.75,54.830002,2646246,41.836758
2013-11-27,55.02,55.299999,54.869999,54.959999,2732236,41.935951
2013-11-28,54.830002,55.369999,54.779999,55.200001,1986746,42.11908
2013-11-29,55.5,55.82,55.25,55.25,2624726,42.15723
2013-12-02,55.32,55.830002,55.02,55.09,2307304,42.035141
2013-12-03,54.669998,54.82,53.330002,53.330002,4534023,40.692219
2013-12-04,53.380001,53.619999,52.220001,52.73,4342817,40.234406
2013-12-05,52.360001,53.209999,51.73,51.849998,4887540,39.562931
2013-12-06,52.169998,53.18,51.93,53,4752197,40.440414
2013-12-09,53.389999,53.57,52.610001,53.380001,2880269,40.730366
2013-12-10,53.25,54.09,52.880001,53.259998,3689527,40.638805
2013-12-11,53.200001,53.880001,53,53.029999,4034681,40.463306
2013-12-12,52.849998,53.349998,52.439999,52.849998,3340513,40.325966
2013-12-13,52.91,53.799999,52.650002,53.09,2820315,40.50909
2013-12-16,53.169998,54.400002,53.049999,53.919998,4244265,41.142403
2013-12-17,53.52,53.619999,52.740002,52.740002,3320262,40.242031
2013-12-18,53.18,53.860001,52.599998,53.799999,3367806,41.050838
2013-12-19,54.5,54.93,53.490002,54.34,5470062,41.462875
2013-12-20,54.049999,54.990002,53.810001,54.849998,5692788,41.852016
2013-12-23,54.950001,55.740002,54.91,55.740002,2529846,42.531116
2013-12-24,55.75,55.93,55.580002,55.66,509335,42.47007
2013-12-27,56,56.419998,55.810001,56.419998,2364868,43.049965
2013-12-30,56.5,56.650002,56.299999,56.48,1894489,43.095745
2013-12-31,56.380001,56.720001,56.310001,56.650002,717191,43.225468
2014-01-02,56.700001,56.91,55.349998,55.540001,3165521,42.378506
2014-01-03,55.580002,55.990002,55.290001,55.68,2100448,42.485332
2014-01-06,55.560001,56.23,55.529999,55.77,1851427,42.554001
2014-01-07,55.880001,57.619999,55.790001,57.369999,3703971,43.774841
2014-01-08,57.790001,59.209999,57.75,58.189999,4899408,44.400528
2014-01-09,58.220001,58.830002,57.060001,57.220001,5341345,43.660393
2014-01-10,57.77,57.950001,56.799999,57.360001,3631071,43.767212
2014-01-13,57.77,58.16,57.43,57.950001,2689289,44.2174
2014-01-14,57.419998,58,57,57.740002,3361188,44.057167
2014-01-15,57.919998,59.560001,57.919998,59.560001,4443293,45.445869
2014-01-16,59.75,59.900002,58.369999,58.5,4292375,44.637062
2014-01-17,58.439999,58.830002,57.139999,57.720001,5227093,44.041901
2014-01-20,57.529999,57.919998,56.849998,57.610001,2462891,43.957966
2014-01-21,58.200001,59.5,58.060001,58.700001,3979196,44.789673
2014-01-22,59.029999,59.330002,58.299999,58.779999,3311535,44.850712
2014-01-23,58.73,59.369999,58.029999,58.48,3807753,44.621803
2014-01-24,58.689999,59.02,56.540001,56.669998,6553579,43.240726
2014-01-27,56.799999,57.790001,56.5,57,4622972,43.492523
2014-01-28,57.860001,58.59,57.419998,58.220001,4945242,44.423424
2014-01-29,59.049999,59.52,56.529999,58,5232213,44.25555
2014-01-30,58,58.41,56.900002,58.279999,3940239,44.4692
2014-01-31,58,58,56.490002,57.450001,5097672,43.835884
2014-02-03,57.18,57.57,55.669998,55.75,4270072,42.538738
2014-02-04,55.259998,56.970001,55.220001,56.810001,4423755,43.347549
2014-02-05,56.720001,57.810001,56.459999,57.400002,3978918,43.797737
2014-02-06,57.75,59.200001,57.32,58.73,5581024,44.812561
2014-02-07,58.98,59.599998,58.52,59.509998,4078525,45.407719
2014-02-10,59.57,59.75,58.73,59.009998,3551340,45.026207
2014-02-11,59.43,60.369999,59.110001,60.34,5185188,46.041035
2014-02-12,60.639999,61.82,60.349998,60.849998,5688343,46.43018
2014-02-13,58.419998,59.299999,57.950001,59.299999,7944518,45.247486
2014-02-14,58.810001,58.98,58.169998,58.75,5080398,44.827827
2014-02-17,58.52,58.98,58.049999,58.450001,2689233,44.598911
2014-02-18,58.419998,58.580002,57.349998,58.380001,3664717,44.545502
2014-02-19,58.150002,58.740002,57.57,58.380001,3166244,44.545502
2014-02-20,57.459999,58.59,57.240002,58.52,3415923,44.652321
2014-02-21,58.889999,58.91,58.16,58.630001,2927111,44.736263
2014-02-24,58.299999,59.369999,58.16,59.34,2902975,45.278008
2014-02-25,59.23,59.5,58.880001,59.5,2555807,45.400093
2014-02-26,59.560001,59.580002,58.66,59.040001,2928662,45.049099
2014-02-27,59.189999,59.34,58.299999,59.150002,4235367,45.133038
2014-02-28,59.349998,59.59,58.560001,59.459999,3534541,45.369568
2014-03-03,58.049999,58.41,57.02,57.27,6108243,43.698544
2014-03-04,57.900002,59.25,57.689999,59.09,5320918,45.08725
2014-03-05,59.049999,59.799999,58.889999,59.360001,4063428,45.29327
2014-03-06,59.490002,60.099998,59.369999,59.5,3989780,45.400093
2014-03-07,59.439999,59.799999,58.470001,58.470001,3412095,44.61417
2014-03-10,58.34,59.580002,58.259998,58.709999,2811036,44.797298
2014-03-11,58.990002,59.18,58.009998,58.049999,2793560,44.293701
2014-03-12,57.630001,57.779999,56.509998,57.459999,5204135,43.843513
2014-03-13,57.77,57.959999,56.439999,56.439999,3148060,43.065228
2014-03-14,55.84,56.549999,54.720001,55.259998,5794154,42.164856
2014-03-17,55.310001,56.860001,55.150002,56.619999,4217323,43.202576
2014-03-18,56.91,58.150002,56.360001,57.66,5102550,43.996124
2014-03-19,57.459999,57.740002,56.540001,56.650002,4252684,43.225468
2014-03-20,56.139999,56.880001,55.880001,56.880001,4695024,43.400963
2014-03-21,56.880001,57.52,56.73,56.98,5520880,43.477264
2014-03-24,56.82,57.299999,55.599998,55.939999,4251651,42.683716
2014-03-25,56.029999,57.169998,56.029999,56.869999,4263959,43.39333
2014-03-26,57.189999,57.360001,56.360001,56.48,4679419,43.095745
2014-03-27,56.439999,56.439999,55.43,55.68,4367950,42.485332
2014-03-28,55.830002,56.119999,55.389999,56.099998,4002656,42.805798
2014-03-31,56.290001,56.73,55.540001,55.990002,4410535,42.721863
2014-04-01,56.5,58.099998,56.310001,57.5,4684843,43.874039
2014-04-02,57.540001,58.16,57.529999,57.970001,2984083,44.232662
2014-04-03,57.98,59.330002,57.720001,58.619999,4697110,44.72863
2014-04-04,58.720001,59.849998,58.450001,59.380001,4299624,45.308529
2014-04-07,58.759998,59,58.009998,58.25,4048920,44.446308
2014-04-08,58.419998,58.599998,56.93,57.619999,4719994,43.965603
2014-04-09,57.619999,57.810001,56.740002,56.900002,3445970,43.416222
2014-04-10,57.27,57.310001,56.02,56.130001,4249797,42.82869
2014-04-11,55.700001,56,54.330002,55.02,6018111,41.981731
2014-04-14,54.82,55.009998,53.740002,54.700001,4188023,41.737568
2014-04-15,54.790001,55,53.52,53.549999,4169916,40.860085
2014-04-16,54.240002,54.529999,53.82,54.27,3991063,41.409466
2014-04-17,54.400002,54.82,54.099998,54.490002,3339557,41.577324
2014-04-22,54.950001,55.98,54.549999,55.669998,3741311,42.477699
2014-04-23,55.790001,55.830002,54.880001,54.959999,2952853,41.935951
2014-04-24,55.290001,56.139999,55.02,55.779999,4940025,42.56163
2014-04-25,55.389999,55.990002,54.810001,55.080002,2873354,42.027512
2014-04-28,55.549999,55.98,54.950001,55.07,3084856,42.019886
2014-04-29,55.110001,56.09,54.959999,55.900002,4035018,42.653194
2014-04-30,54,54.720001,52.919998,54.110001,9915446,41.287376
2014-05-01,54.110001,54.110001,54.110001,54.110001,0,41.287376
2014-05-02,53.07,53.490002,51.919998,52.48,9055362,40.043644
2014-05-05,52.349998,52.57,51.450001,52.459999,3728576,40.028378
2014-05-06,52.709999,52.77,51.709999,51.799999,4986607,39.524784
2014-05-07,51.59,52.59,51.240002,52.52,6670222,40.074162
2014-05-08,52.619999,53.860001,52.310001,53.529999,6457984,40.844818
2014-05-09,53.34,53.639999,52.669998,52.98,3633026,40.425152
2014-05-12,53.240002,53.580002,52.59,53.290001,3187858,40.661694
2014-05-13,53.240002,53.330002,52.080002,53.060001,5914361,40.486202
2014-05-14,52.59,53.299999,52.450001,52.880001,3466637,40.348858
2014-05-15,52.73,53.18,51.650002,52.169998,7000024,39.807098
2014-05-16,52.169998,52.73,51.59,52.490002,8001723,40.051273
2014-05-19,52.130001,52.709999,51.560001,52.200001,5072925,39.829994
2014-05-20,50.880001,51.82,50.619999,51.68,4508843,40.599884
2014-05-21,50.400002,51.209999,50.099998,51,5284330,40.065674
2014-05-22,51.32,51.75,50.849998,51.66,3686924,40.584175
2014-05-23,51.82,52.27,51.630001,52.220001,3085971,41.024113
2014-05-26,52.5,52.709999,52.099998,52.490002,2011846,41.236221
2014-05-27,52.380001,52.779999,52.209999,52.59,2940648,41.314781
2014-05-28,52.43,53.09,52.220001,53.060001,3818976,41.684017
2014-05-29,53,53.09,52.380001,52.650002,3137130,41.361919
2014-05-30,49.799999,51.369999,49.445,51.369999,15780244,40.356346
2014-06-02,50.490002,51.279999,50.25,51.080002,4528642,40.128529
2014-06-03,51,51.32,50.849998,50.91,3124869,39.994972
2014-06-04,50.619999,51.610001,50.540001,51.5,4586677,40.458477
2014-06-05,51.529999,52.919998,51.060001,51.48,7374739,40.442764
2014-06-06,50.68,52.48,50.66,51.91,5909066,40.780575
2014-06-09,51.950001,52.57,51.84,52.32,2510409,41.102673
2014-06-10,52.419998,53.099998,51.900002,52.150002,3999744,40.969116
2014-06-11,52,52.150002,51.209999,51.34,4267700,40.332783
2014-06-12,51.299999,51.93,51.299999,51.459999,3192156,40.427052
2014-06-13,51.48,51.639999,50.450001,51.5,3509103,40.458477
2014-06-16,51.200001,52.23,51.080002,51.580002,3812058,40.521328
2014-06-17,51.75,52.389999,51.610001,52.209999,3947588,41.016251
2014-06-18,52.360001,52.599998,51.810001,51.990002,2339543,40.843422
2014-06-19,52.5,52.630001,52.09,52.189999,4239567,41.000542
2014-06-20,51.57,52.049999,50.810001,51.189999,10578562,40.214939
2014-06-23,51.009998,51.549999,50.57,50.959999,3299362,40.034252
2014-06-24,51.389999,51.419998,50.599998,50.599998,4006379,39.751434
2014-06-25,50.630001,50.740002,49.355,49.73,5792304,39.067959
2014-06-26,49.985001,50.290001,48.834999,49.134998,5254365,38.600529
2014-06-27,49.264999,49.985001,49.235001,49.41,4460187,38.81657
2014-06-30,49.610001,49.915001,48.994999,49.544998,5472446,38.922623
2014-07-01,51.25,51.709999,50.630001,51.330002,8378321,40.324921
2014-07-02,51.060001,51.360001,50.630001,51.009998,4767037,40.073528
2014-07-03,51.009998,51.360001,50.240002,51.25,5027309,40.262077
2014-07-04,50.549999,50.619999,49.990002,50.200001,3772881,39.437195
2014-07-07,50.060001,50.419998,49.555,49.615002,3262858,38.977619
2014-07-08,49.605,49.700001,48.445,48.560001,5610528,38.148811
2014-07-09,48.470001,48.744999,47.665001,48.365002,6342756,37.995617
2014-07-10,48.189999,48.25,46.5,47.689999,8204109,37.465332
2014-07-11,47.955002,48.834999,47.759998,48.360001,5746121,37.991688
2014-07-14,48.419998,48.974998,48.299999,48.775002,3381374,38.317715
2014-07-15,48.560001,48.889999,47.93,48.224998,5316610,37.885632
2014-07-16,48.41,49.490002,48.349998,49.185001,4246887,38.639812
2014-07-17,48.759998,49.139999,48.400002,48.610001,5118989,38.188087
2014-07-18,48.365002,49.009998,48.02,48.924999,3587023,38.435555
2014-07-21,48.825001,49.025002,48.314999,48.650002,4025103,38.219513
2014-07-22,48.805,48.93,48.150002,48.755001,5225175,38.302002
2014-07-23,48.68,49.455002,48.535,49.005001,4166465,38.498402
2014-07-24,48.985001,50.299999,48.615002,49.799999,4469229,39.122955
2014-07-25,49.869999,50.700001,49.314999,49.580002,3781817,38.950123
2014-07-28,49.830002,50.029999,48.98,49.645,2901611,39.001186
2014-07-29,49.889999,50.5,49.330002,50.040001,3138731,39.311501
2014-07-30,50.209999,50.68,49.700001,49.880001,3273925,39.185802
2014-07-31,50.5,50.900002,49.27,49.5,6505267,38.887276
2014-08-01,49.259998,50.849998,48.799999,49.759998,6044049,39.091526
2014-08-04,50.110001,50.939999,49.919998,50.189999,3954147,39.429337
2014-08-05,50.369999,50.66,49.150002,49.470001,4342550,38.863708
2014-08-06,48.974998,49.544998,48.384998,48.924999,5781275,38.435555
2014-08-07,48.970001,49.325001,47.974998,48.169998,5963565,37.842422
2014-08-08,47.599998,48.415001,47.380001,47.970001,5406861,37.685303
2014-08-11,48.549999,48.599998,47.584999,48.025002,4049397,37.728516
2014-08-12,47.950001,48.525002,47.650002,47.900002,4338735,37.630314
2014-08-13,48.115002,49.064999,48.115002,48.735001,4655512,38.286289
2014-08-14,48.509998,48.720001,48.025002,48.560001,4145249,38.148811
2014-08-15,48.700001,49.575001,48.200001,48.325001,4609524,37.964195
2014-08-18,48.935001,49.044998,48.16,48.665001,3912767,38.231297
2014-08-19,48.915001,49.119999,48.630001,48.810001,3157272,38.345211
2014-08-20,48.705002,48.849998,48.209999,48.57,3215042,38.15667
2014-08-21,48.485001,49.450001,48.130001,49.389999,3757224,38.800858
2014-08-22,49.540001,49.855,48.799999,49.07,3177525,38.549469
2014-08-25,49.709999,50.330002,49.57,50.23,3710402,39.460762
2014-08-26,50.220001,51.450001,50.220001,51.299999,4400367,40.301353
2014-08-27,51.279999,52.009998,51.169998,51.759998,3765245,40.662731
2014-08-28,52.049999,52.189999,51.209999,51.470001,4072512,40.43491
2014-08-29,51.599998,52.110001,51,51.380001,3830901,40.364212
2014-09-01,51.48,51.599998,50.549999,51.380001,2328514,40.364212
2014-09-02,51.759998,52.299999,51.52,51.669998,3326995,40.592026
2014-09-03,52.099998,53,51.959999,52.779999,5107376,41.464046
2014-09-04,52.630001,54.93,52.470001,54.299999,8399922,42.658157
2014-09-05,54.389999,54.880001,53.919998,54.07,5262896,42.477474
2014-09-08,54,54.389999,53.580002,54,2509689,42.422478
2014-09-09,53.68,54.130001,53.119999,53.330002,2890921,41.89613
2014-09-10,53.27,53.889999,52.98,53.849998,2980697,42.304642
2014-09-11,54.139999,54.259998,53.290001,53.709999,2629540,42.194656
2014-09-12,53.939999,54.139999,53.650002,53.970001,2068230,42.398914
2014-09-15,53.82,54,53.32,53.540001,2329848,42.061104
2014-09-16,53.490002,53.68,52.889999,53.369999,2402302,41.927551
2014-09-17,53.830002,54.099998,53.450001,53.82,2756144,42.281071
2014-09-18,54.110001,54.610001,53.950001,54.299999,4473764,42.658157
2014-09-19,54.849998,54.900002,54,54,8234375,42.422478
2014-09-22,54,54.220001,53.439999,53.650002,4093135,42.147526
2014-09-23,53.470001,53.490002,52.509998,52.709999,4824376,41.409058
2014-09-24,52.759998,53.279999,52.27,53.25,3492968,41.833282
2014-09-25,53.23,53.619999,52.450001,52.66,4084998,41.369778
2014-09-26,52.650002,53.310001,52.299999,52.830002,3664356,41.50333
2014-09-29,52.720001,52.82,51.529999,52.080002,3185803,40.914127
2014-09-30,52.220001,52.860001,52.169998,52.52,4351234,41.259792
2014-10-01,52.18,53,52.18,52.349998,3384099,41.12624
2014-10-02,52.509998,52.57,50.509998,50.529999,6625872,39.696442
2014-10-03,51.18,51.43,50.610001,50.939999,3634433,40.018543
2014-10-06,51.34,51.669998,51,51.16,3395991,40.191372
2014-10-07,51.029999,51.299999,50.02,50.099998,5197750,39.358635
2014-10-08,49.974998,50.5,49.075001,49.41,5375056,38.81657
2014-10-09,50.330002,50.330002,48.32,48.849998,6405108,38.376629
2014-10-10,48.415001,49.244999,48.375,48.514999,6456976,38.113453
2014-10-13,48.235001,49.334999,48.029999,48.514999,5861407,38.113453
2014-10-14,48.200001,48.904999,47.535,48.695,5331078,38.254864
2014-10-15,48.509998,48.595001,46.200001,46.455002,10567195,36.495117
2014-10-16,46.865002,46.955002,43.275002,45.450001,13279540,35.705589
2014-10-17,45.669998,47.435001,45.174999,47,11216377,36.923271
2014-10-20,47.130001,47.424999,46.555,47.064999,6849998,36.974331
2014-10-21,47.139999,48.639999,46.830002,48.290001,7565649,37.936695
2014-10-22,48.77,48.775002,48.075001,48.474998,5889316,38.082031
2014-10-23,48.16,49.535,47.849998,49.205002,5456278,38.655525
2014-10-24,49.119999,50,49.02,49.505001,6107945,38.891205
2014-10-27,50.470001,50.48,48.310001,48.884998,7295109,38.404133
2014-10-28,49.384998,50.07,49.119999,49.525002,4819877,38.906918
2014-10-29,49.674999,49.869999,48.244999,48.470001,5597701,38.07811
2014-10-30,49.009998,49.09,47.375,48.465,7401214,38.074177
2014-10-31,50.5,50.669998,49.494999,50.139999,7145407,39.39006
2014-11-03,50.209999,50.43,49.18,49.365002,3807997,38.781219
2014-11-04,49.25,49.900002,48.369999,48.735001,4238567,38.286289
2014-11-05,49.23,49.755001,48.529999,49.665001,4823841,39.016899
2014-11-06,49.455002,50.919998,48.884998,49.619999,6408338,38.981544
2014-11-07,49.695,49.700001,48.389999,48.669998,4586165,38.235222
2014-11-10,48.424999,48.900002,47.785,48.16,5071177,37.834568
2014-11-11,48.105,48.459999,47.720001,48.07,3524567,37.763863
2014-11-12,47.805,47.869999,46.720001,46.904999,5064744,36.848637
2014-11-13,47.080002,47.560001,46.34,47.044998,4745574,36.958622
2014-11-14,47.240002,47.73,46.805,47.549999,3452767,37.35535
2014-11-17,47.125,48.209999,47.064999,47.849998,3793692,37.591026
2014-11-18,48.09,48.790001,47.805,48.365002,4236402,37.995617
2014-11-19,48.244999,48.900002,48.095001,48.639999,3358102,38.211655
2014-11-20,48.695,48.695,47.025002,47.82,4455245,37.567459
2014-11-21,48,49.865002,47.799999,49.669998,7320297,39.020828
2014-11-24,50,51.080002,49.814999,50.200001,4701853,39.437195
2014-11-25,50.380001,51.630001,50.349998,51.119999,4676049,40.159946
2014-11-26,51.23,51.470001,50.52,50.68,2641740,39.814285
2014-11-27,50.779999,51.34,50.720001,51.279999,2197440,40.285645
2014-11-28,51.43,51.639999,51.029999,51.560001,2314218,40.505615
2014-12-01,51.049999,51.349998,50.43,50.689999,3031878,39.82214
2014-12-02,51.150002,51.619999,50.720001,51.029999,2850690,40.089241
2014-12-03,51.049999,51.5,50.990002,51.060001,3092609,40.112812
