date,AIR.PA.Open,AIR.PA.High,AIR.PA.Low,AIR.PA.Close,AIR.PA.Volume,AIR.PA.Adjusted
29/08/2013,43.009998,43.525002,42.814999,43.404999,1784353,38.980854
30/08/2013,43.764999,43.889999,43.5,43.605,2273019,39.160469
02/09/2013,44.060001,44.75,43.950001,44.650002,1739667,40.098957
03/09/2013,44.794998,44.794998,43.900002,44.310001,1532516,39.793606
04/09/2013,44.290001,44.785,43.779999,44.625,1691057,40.076508
05/09/2013,44.619999,45.115002,44.610001,45.09,1387417,40.494106
06/09/2013,44.875,45.400002,44.685001,45.389999,1589466,40.763527
09/09/2013,45.110001,45.48,45.02,45.48,1099409,40.844357
10/09/2013,45.779999,46.639999,45.599998,46.345001,2387247,41.621193
11/09/2013,46.255001,46.724998,45.950001,46.005001,2234328,41.315842
12/09/2013,46.07,46.165001,45.040001,45.25,2411128,40.637802
13/09/2013,45.299999,45.299999,44.610001,44.805,1764052,40.238155
16/09/2013,45.400002,45.549999,44.919998,45.080002,1762082,40.485126
17/09/2013,45.099998,45.395,44.855,45.099998,1442157,40.503086
18/09/2013,45.345001,46.445,45.299999,46.445,1980234,41.710995
19/09/2013,47.439999,47.450001,46.900002,47.25,3242998,42.433945
20/09/2013,47.355,47.700001,46.965,46.965,6332698,42.177994
23/09/2013,47.154999,47.384998,45.900002,46.005001,2183106,41.315842
24/09/2013,46.044998,46.334999,45.919998,46.099998,2005559,41.401161
25/09/2013,46.384998,46.665001,46.025002,46.610001,2312883,41.859173
26/09/2013,46.990002,47.25,46.810001,47.02,1978781,42.22739
27/09/2013,47.224998,47.735001,47.044998,47.450001,1876019,42.61356
30/09/2013,47.099998,47.305,46.650002,47.095001,1766626,42.294743
01/10/2013,47.59,48.365002,47.529999,48.334999,2276455,43.408356
02/10/2013,48.099998,48.849998,47.884998,48.575001,2122793,43.62389
03/10/2013,48.705002,49.055,48.525002,48.59,1819598,43.637367
04/10/2013,48.459999,49.349998,47.955002,49.209999,1796721,44.194168
07/10/2013,49.485001,50.419998,49.200001,50.299999,3140692,45.173065
08/10/2013,50.400002,50.580002,48.915001,48.994999,2631239,44.00108
09/10/2013,48.939999,48.950001,47.775002,47.935001,2482727,43.049118
10/10/2013,48.490002,48.669998,47.945,48.299999,2764975,43.376919
11/10/2013,48.740002,48.869999,48.299999,48.77,1954816,43.799015
14/10/2013,48.720001,48.93,48.334999,48.919998,1217599,43.933727
15/10/2013,49.264999,49.264999,48.43,48.540001,1848129,43.592461
16/10/2013,48.560001,48.634998,47.994999,48.314999,1518694,43.390388
17/10/2013,48.419998,48.619999,47.939999,48.465,1914856,43.525101
18/10/2013,48.994999,49.115002,48.599998,48.959999,2052359,43.96965
21/10/2013,49,49.139999,47.939999,48.025002,1830926,43.129951
22/10/2013,48.299999,48.540001,47.595001,47.689999,2162216,42.82909
23/10/2013,47.584999,47.735001,47.009998,47.299999,2534202,42.478848
24/10/2013,47.68,48.400002,47.395,48.400002,2066874,43.466732
25/10/2013,48.349998,49.040001,48.009998,49.040001,1784910,44.041492
28/10/2013,49.244999,49.485001,48.514999,48.639999,1485558,43.68227
29/10/2013,48.639999,49.330002,48.540001,49.330002,1768137,44.301937
30/10/2013,49.349998,50.459999,49.349998,50.279999,2497227,45.155102
31/10/2013,49.98,50.689999,49.57,50.610001,2794922,45.451466
01/11/2013,50.509998,51.799999,50.330002,50.610001,2496864,45.451466
04/11/2013,50.91,52.419998,50.709999,52.009998,2145068,46.708771
05/11/2013,52.009998,53.189999,51.900002,52.66,2705203,47.292519
06/11/2013,52.900002,53.889999,52.75,53.509998,2026409,48.055878
07/11/2013,53.529999,54.5,53.150002,53.639999,2726152,48.172626
08/11/2013,53.349998,53.540001,52.41,53.439999,2599071,47.993011
11/11/2013,53.400002,54.189999,53.259998,53.799999,1446062,48.316322
12/11/2013,53.73,53.75,52.32,52.349998,2519023,47.014114
13/11/2013,52.369999,52.619999,50.970001,51.759998,3134271,46.484249
14/11/2013,51.049999,53.200001,50.709999,52.740002,5078971,47.364372
15/11/2013,52.5,52.720001,51.740002,51.950001,2479068,46.654888
18/11/2013,53.27,53.970001,53,53.209999,3006263,47.786457
19/11/2013,53.16,53.200001,52.299999,52.360001,1661002,47.023098
20/11/2013,52.360001,52.389999,51.860001,52.18,1346379,46.861443
21/11/2013,51.970001,51.970001,50.810001,51.41,1998864,46.169926
22/11/2013,51.290001,51.799999,51.16,51.740002,1575006,46.466293
25/11/2013,52.09,52.66,52,52.23,1242264,46.906345
26/11/2013,52.23,52.380001,51.529999,51.529999,2068869,46.277695
27/11/2013,51.700001,52.5,51.68,52.369999,1648019,47.032082
28/11/2013,52.490002,52.740002,52.200001,52.669998,900327,47.301495
29/11/2013,52.650002,52.73,52.259998,52.259998,1065573,46.933289
02/12/2013,52.330002,53.119999,52.16,53.099998,1508227,47.687672
03/12/2013,52.919998,53,51.119999,51.130001,2246193,45.918468
04/12/2013,51.310001,52.189999,50.419998,50.639999,2708665,45.478416
05/12/2013,50.639999,50.98,49.895,49.895,2345572,44.809345
06/12/2013,50,50.630001,49.509998,50.080002,2047433,44.975491
09/12/2013,50.419998,50.630001,49.75,50.490002,2263147,45.343704
10/12/2013,50.490002,50.68,48.68,49.18,3709883,44.167229
11/12/2013,48.915001,53.290001,48.82,52.860001,6298555,47.472134
12/12/2013,52.970001,54.060001,52.200001,53.52,3920211,48.064861
13/12/2013,53.48,54.349998,53.119999,53.93,2520940,48.433075
16/12/2013,54,55.650002,53.720001,55.419998,2828929,49.771198
17/12/2013,55.209999,55.349998,54.439999,54.439999,1662717,48.891087
18/12/2013,54.599998,55.189999,54.400002,55,1959369,49.394005
19/12/2013,55.540001,56.580002,55.02,55.84,2189815,50.148392
20/12/2013,55.799999,56.400002,55.290001,55.900002,3188628,50.202278
23/12/2013,55.889999,56.02,55.330002,55.91,1038147,50.211254
24/12/2013,56.099998,56.59,55.919998,56.150002,263456,50.426792
27/12/2013,56.599998,56.66,55.66,56.240002,1391177,50.507618
30/12/2013,56.34,56.490002,55.490002,55.73,1068150,50.049603
31/12/2013,55.68,56.049999,55.650002,55.810001,357259,50.121452
02/01/2014,56.040001,56.849998,55.68,56.549999,1875512,50.786018
03/01/2014,56.790001,56.900002,56.290001,56.400002,1333141,50.651314
06/01/2014,56.549999,56.549999,55.400002,55.43,1664844,49.780182
07/01/2014,55.900002,55.959999,55.02,55.91,1950728,50.211254
08/01/2014,56,56.099998,54.919998,55.349998,1837218,49.708336
09/01/2014,55.25,55.75,54.560001,54.709999,1891736,49.133568
10/01/2014,55.130001,55.400002,54.889999,55.279999,1546833,49.645466
13/01/2014,55.52,55.950001,55.52,55.779999,1376794,50.094505
14/01/2014,55.349998,56.099998,55.009998,56.099998,1783292,50.381886
15/01/2014,56.23,56.639999,56,56.639999,2071765,50.866848
16/01/2014,56.400002,57.009998,56.23,56.990002,3706175,51.181171
17/01/2014,57,57.119999,56.830002,57.029999,2265980,51.217098
20/01/2014,57,57.259998,56.880001,57.009998,1191117,51.199135
21/01/2014,57.150002,57.220001,56.82,57,1401657,51.190155
22/01/2014,57.099998,57.330002,56.900002,57.099998,1878025,51.279961
23/01/2014,56.740002,56.889999,54.369999,54.900002,3807263,49.304203
24/01/2014,55.110001,55.450001,52.759998,52.779999,5389498,47.400288
27/01/2014,52.490002,52.98,51.91,52.759998,4122234,47.38232
28/01/2014,53.23,55.560001,53.150002,54.830002,4630335,49.241341
29/01/2014,55.5,55.549999,52.84,53.560001,4086681,48.100784
30/01/2014,53.77,53.77,52.240002,53.200001,3424838,47.777481
31/01/2014,53.07,53.220001,51.810001,52.610001,2972858,47.247616
03/02/2014,52.709999,53.41,51.98,51.98,3076103,46.681828
04/02/2014,51.580002,52.450001,51.119999,52.16,2928233,46.843483
05/02/2014,51.950001,52.200001,51.029999,51.119999,2706276,45.909485
06/02/2014,51.57,52.419998,51.02,52.200001,3828370,46.879406
07/02/2014,52.139999,52.599998,51.779999,52.509998,2534569,47.157806
10/02/2014,52.799999,53.369999,52.200001,52.450001,1912240,47.103924
11/02/2014,52.610001,53.73,52.610001,53.599998,2436105,48.136703
12/02/2014,53.400002,53.650002,52.669998,53.240002,2378859,47.813404
13/02/2014,53.130001,53.169998,51.32,52.130001,3610104,46.816544
14/02/2014,52.07,53.32,52.07,53.200001,2344846,47.777481
17/02/2014,53.439999,53.52,52.389999,52.700001,1080275,47.328442
18/02/2014,52.84,53.080002,52.450001,52.98,1875071,47.579899
19/02/2014,52.75,53.139999,52.290001,52.84,2075277,47.454174
20/02/2014,52.169998,52.73,51.790001,52.57,2398654,47.211693
21/02/2014,52.740002,52.91,51.860001,52.380001,2027528,47.041054
24/02/2014,52.279999,53.07,52.240002,53.07,1688500,47.660725
25/02/2014,52.93,53.5,52.82,53.110001,2551572,47.696651
26/02/2014,53.700001,55,52.5,53.970001,5671497,48.468998
27/02/2014,54.09,54.349998,52.91,53.779999,2659975,48.298359
28/02/2014,53.779999,53.849998,52.75,53.389999,2835805,47.948112
03/03/2014,52.75,52.799999,51.450001,51.700001,3185980,46.430367
04/03/2014,52.18,53.389999,52.049999,53.360001,2573847,47.921169
05/03/2014,53.130001,53.139999,52.330002,52.75,2306782,47.373344
06/03/2014,53.099998,53.470001,52.720001,52.959999,1972086,47.561939
07/03/2014,52.860001,52.880001,51.290001,51.310001,3579832,46.08012
10/03/2014,51.200001,51.25,49.935001,50.490002,3676565,45.343704
11/03/2014,50.560001,51.200001,50.259998,50.360001,1931312,45.226952
12/03/2014,50.009998,50.5,49.424999,50.099998,3214766,44.99345
13/03/2014,50.130001,50.66,50.02,50.110001,3319068,45.00243
14/03/2014,49.965,50.259998,48.720001,49.959999,4347338,44.867722
17/03/2014,49.950001,50.619999,49.705002,50.360001,2288878,45.226952
18/03/2014,50.43,50.860001,49.509998,50.549999,2497590,45.397583
19/03/2014,50.849998,52.130001,50.52,51.330002,3408191,46.098087
20/03/2014,51.349998,52.639999,51.02,52.5,2585363,47.14883
21/03/2014,52.599998,52.709999,51.900002,51.900002,4349839,46.609985
24/03/2014,51.900002,52.09,50.950001,51.18,1912844,45.963371
25/03/2014,51.330002,52.360001,51.259998,52.009998,1930280,46.708771
26/03/2014,52.290001,53,52.209999,52.860001,2091304,47.472134
27/03/2014,52.93,53.259998,52.09,52.200001,2237425,46.879406
28/03/2014,52.540001,52.939999,52.25,52.599998,1694701,47.238636
31/03/2014,52.720001,52.889999,51.860001,51.990002,1800277,46.690811
01/04/2014,52.41,52.970001,52.080002,52.869999,1998970,47.481113
02/04/2014,52.970001,53.119999,52.450001,52.490002,1239399,47.139843
03/04/2014,52.540001,53.5,52.150002,53.119999,2598749,47.705627
04/04/2014,53.25,54.189999,53.18,54,2240449,48.49593
07/04/2014,53.5,53.709999,53.169998,53.32,2072653,47.885239
08/04/2014,53.259998,53.459999,50.889999,51.349998,4467679,46.116035
09/04/2014,51.299999,51.990002,50.91,51.02,1936047,45.819675
10/04/2014,51.25,51.419998,50.040001,50.07,2654407,44.966511
11/04/2014,49.5,50.119999,49.064999,49.814999,3378770,44.737499
14/04/2014,49.5,49.669998,47.935001,49.005001,4137397,44.010063
15/04/2014,49,49.924999,48.775002,49.060001,2615645,44.059456
16/04/2014,49.900002,50.700001,49.715,50.59,2576014,45.43351
17/04/2014,50.599998,51.380001,50.450001,51.330002,1812538,46.098087
22/04/2014,51.59,51.880001,51.16,51.369999,2406706,46.134007
23/04/2014,51.369999,51.459999,50.630001,50.939999,2173992,45.747833
24/04/2014,51.080002,51.369999,50.139999,50.880001,1692272,45.693954
25/04/2014,50.689999,51.049999,50.220001,50.400002,1142789,45.262875
28/04/2014,50.580002,50.91,50.07,50.400002,1386296,45.262875
29/04/2014,50.669998,50.900002,49.919998,50.09,1343224,44.98447
30/04/2014,49.240002,49.790001,49.130001,49.490002,3058674,44.445629
01/05/2014,49.490002,49.490002,49.490002,49.490002,0,44.445629
02/05/2014,49.465,49.509998,48.775002,49.25,2189419,44.230087
05/05/2014,48.610001,49.215,48.310001,49.134998,2154924,44.126812
06/05/2014,49.150002,49.27,48.665001,48.845001,1742446,43.866371
07/05/2014,48.790001,48.790001,48.099998,48.555,2303893,43.605927
08/05/2014,48.509998,48.880001,47.814999,48.595001,2776321,43.641853
09/05/2014,48.345001,48.895,48.264999,48.66,2219115,43.700222
12/05/2014,48.779999,49.5,48.685001,49.490002,2757696,44.445629
13/05/2014,51.93,52.959999,51.5,52.540001,5405943,47.184746
14/05/2014,52.689999,52.799999,51.73,51.970001,2203411,46.672848
15/05/2014,51.990002,52.240002,50.82,50.849998,2743758,45.667004
16/05/2014,50.75,50.91,49.764999,50.369999,2904581,45.235935
19/05/2014,50.290001,51.389999,49.75,51.32,2669821,46.089104
20/05/2014,51.060001,51.310001,50.48,50.599998,2433338,45.442486
21/05/2014,50.380001,50.650002,50.049999,50.380001,1932679,45.244911
22/05/2014,50.41,51.240002,50.16,51.049999,2173196,45.846622
23/05/2014,51.049999,51.849998,51.009998,51.59,1833373,46.331581
26/05/2014,51.75,52,51.360001,51.75,971686,46.475269
27/05/2014,51.84,52.950001,51.709999,52.740002,2601200,47.364372
28/05/2014,52.369999,53.330002,52.369999,53.119999,2165997,47.705627
29/05/2014,52.52,52.82,52.330002,52.650002,1276512,47.960697
30/05/2014,52.459999,52.889999,52.349998,52.610001,1733650,47.924259
02/06/2014,53.41,53.48,52.98,53.290001,2625524,48.543694
03/06/2014,53.349998,53.41,52.549999,52.68,1271265,47.988022
04/06/2014,52.5,52.849998,52.049999,52.549999,1233307,47.869602
05/06/2014,52.549999,53.799999,52.27,53.48,2800867,48.716774
06/06/2014,53.580002,53.959999,53.130001,53.689999,2090559,48.908062
09/06/2014,53.919998,53.970001,53.049999,53.220001,1002275,48.479927
10/06/2014,53.200001,53.970001,53.029999,53.869999,1703527,49.072037
11/06/2014,51.900002,52.639999,51.529999,52.209999,5042034,47.559879
12/06/2014,51.950001,52.259998,51.450001,51.84,1945227,47.222836
13/06/2014,51.860001,51.880001,50.939999,51.279999,1941607,46.712715
16/06/2014,51.220001,51.669998,50.52,50.540001,1969334,46.038624
17/06/2014,50.91,51.27,50.5,50.740002,2142459,46.220814
18/06/2014,50.740002,50.93,49.974998,50.119999,1938650,45.656029
19/06/2014,50.75,50.880001,50.43,50.599998,2476200,46.093277
20/06/2014,50.5,51.049999,50.189999,50.189999,3209837,45.719795
23/06/2014,50.110001,50.25,49.099998,49.355,2817163,44.95916
24/06/2014,49.805,49.990002,49,49,2018382,44.635784
25/06/2014,48.945,49.349998,48.549999,49.049999,2662707,44.681332
26/06/2014,49.25,49.330002,48.110001,48.535,2534982,44.2122
27/06/2014,48.799999,49.43,48.650002,49.290001,1779301,44.899952
30/06/2014,49.169998,49.509998,48.595001,48.939999,2483550,44.581123
01/07/2014,48.720001,48.855,47.674999,47.945,3791864,43.674751
02/07/2014,48.049999,48.23,47.209999,47.290001,3762844,43.078083
03/07/2014,47.334999,47.77,46.849998,47.764999,3319367,43.51078
04/07/2014,47.91,48.389999,47.799999,47.974998,2418687,43.702072
07/07/2014,47.98,48.23,47.255001,47.255001,1837572,43.0462
08/07/2014,48.200001,48.400002,46.855,46.855,3338014,42.681828
09/07/2014,47.154999,47.459999,46.560001,47.005001,3099722,42.81847
10/07/2014,47.790001,48.200001,46.375,46.814999,3314275,42.64539
11/07/2014,47.005001,47.634998,46.945,47.110001,3465348,42.91412
14/07/2014,47.470001,47.950001,47.134998,47.134998,3010768,42.936893
15/07/2014,47.240002,47.369999,46.505001,46.505001,3111367,42.362999
16/07/2014,46.755001,46.790001,44.794998,45.360001,6809033,41.319984
17/07/2014,45.215,45.700001,44.860001,44.98,3151815,40.973827
18/07/2014,44.799999,44.834999,44.150002,44.48,3335312,40.51836
21/07/2014,44.514999,44.555,43.25,43.290001,3488965,39.434349
22/07/2014,43.599998,44.52,43.505001,44.404999,3959439,40.450035
23/07/2014,44.470001,45.560001,44.314999,44.924999,3960185,40.923725
24/07/2014,45.130001,45.599998,44.715,45.360001,2579869,41.319984
