DATE,AI.PA.Open,AI.PA.High,AI.PA.Low,AI.PA.Close,AI.PA.Volume,AI.PA.Adjusted,Interest.rates,ExchangeRate,PoliticalStability,Infaltion,AirLiquideDividend,REVENUE,NET.INCOME,Basic.earnings.per.share,Diluted.earnings.per.share ,TOTAL.ASSETS,INTANGIBLE.ASSETS,PPE ,CASH,TOTAL.EQUITY,NON.CURRENT.LIABILITY,Cash.flows.from.operating.activities,Net.cash.flows.from.investing.activities,Net.cash.flows.from.financing.activities ,Net.cash.and.cash.equivalents
19-01-2016,84.420502,84.517899,82.826599,82.941704,1380865,74.485619,-0.239,0.9177,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
20-01-2016,81.879204,82.321899,80.373901,81.9412,2214818,73.587112,-0.238,0.9176,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
21-01-2016,81.825996,83.871498,81.8172,83.101097,2183669,74.628761,-0.24,0.924,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
22-01-2016,84.889801,86.412804,84.517899,85.3414,2400728,76.640663,-0.241,0.9239,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
25-01-2016,85.970001,86.262299,84.261101,84.6418,954261,76.012398,-0.238,0.923,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
26-01-2016,83.171997,85.332497,82.915199,84.757004,1265027,76.115845,-0.236,0.9217,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
27-01-2016,84.057404,84.340797,82.994904,84.190201,1345310,75.606834,-0.237,0.92,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
28-01-2016,83.924599,84.7127,82.994904,83.791801,1617239,75.249046,-0.239,0.9141,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
29-01-2016,85.031403,85.2174,83.0214,84.314201,1717356,75.718178,-0.228,0.9243,-0.0953591,-0.96,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
01-02-2016,84.854301,84.916298,83.287102,83.995499,1538665,75.431976,-0.237,0.9182,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
02-02-2016,83.667801,83.968903,82.436996,83.251701,1387412,74.764,-0.232,0.9172,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
03-02-2016,83.163101,84.163696,82.684998,83.738701,1876212,75.201363,-0.247,0.9051,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
04-02-2016,84.783501,84.801201,82.755798,84.420502,1786311,75.813652,-0.231,0.8954,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
05-02-2016,84.6418,85.509598,84.030899,84.411598,1705060,75.805656,-0.236,0.8976,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
08-02-2016,84.863197,84.960602,81.3479,81.8172,1544124,73.475761,-0.242,0.8972,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
09-02-2016,81.7995,83.198502,80.586403,82.4813,2325211,74.072151,-0.237,0.8842,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
10-02-2016,83.464203,84.810097,82.507896,83.818398,1487529,75.272934,-0.237,0.8929,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
11-02-2016,82.862099,82.862099,80.993698,81.888,1997925,73.539345,-0.239,0.8816,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
12-02-2016,82.994904,83.322502,81.905701,83.101097,1765633,74.628761,-0.24,0.8893,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
15-02-2016,84.455902,85.8815,84.092796,85.447601,1407848,76.736038,-0.243,0.8973,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
16-02-2016,85.837196,86.111702,80.524399,81.3125,2325819,73.022514,-0.242,0.8974,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
17-02-2016,81.3479,83.083397,80.639503,82.9506,1656936,74.493607,-0.244,0.8984,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
18-02-2016,83.499603,84.075104,82.180199,83.375603,1320842,74.875282,-0.244,0.9009,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
19-02-2016,83.269402,84.278801,83.260498,84.243401,1395522,75.654602,-0.243,0.9004,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
22-02-2016,85.013702,85.819504,84.455902,85.607002,1143751,76.879181,-0.242,0.9069,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
23-02-2016,84.933998,84.933998,83.5616,83.623596,841908,75.097992,-0.246,0.9071,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
24-02-2016,83.5616,83.623596,81.392197,82.206802,1223113,73.825645,-0.247,0.907,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
25-02-2016,83.260498,83.791801,82.419296,83.216202,1004282,74.732124,-0.249,0.9062,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
26-02-2016,83.977699,85.801804,83.924599,84.942902,1105852,76.282791,-0.243,0.9152,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
29-02-2016,84.1194,85.181999,83.605797,85.164299,905265,76.481613,-0.227,0.9205,-0.0953591,0.25,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
01-03-2016,85.137703,86.271103,84.783501,86.129402,880365,77.348328,-0.238,0.9208,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
02-03-2016,86.740402,86.917503,85.049202,85.739799,945031,76.998451,-0.234,0.9235,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
03-03-2016,85.784103,86.200302,85.022598,85.854897,762798,77.101807,-0.238,0.9147,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
04-03-2016,86.200302,87.005997,85.456497,86.395103,1145658,77.586937,-0.236,0.9084,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
07-03-2016,86.191399,87.333702,85.934601,87.333702,1115143,78.429848,-0.239,0.9104,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
08-03-2016,86.828903,87.661301,86.023201,87.307098,1121658,78.405945,-0.234,0.9043,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
09-03-2016,87.271698,88.679604,86.864403,88.1129,838091,79.129601,-0.236,0.9085,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
10-03-2016,88.050903,90.848999,85.642403,86.120598,2056838,77.340416,-0.242,0.8971,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
11-03-2016,87.661301,88.183701,87.050301,87.944603,996756,78.978462,-0.242,0.8961,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
14-03-2016,88.396202,88.679604,87.776398,88.103996,762887,79.121605,-0.243,0.9004,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
15-03-2016,87.059196,87.351402,86.377403,87.023804,948655,78.151543,-0.248,0.8999,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
16-03-2016,87.245102,88.201401,86.820099,86.899803,731311,78.040176,-0.339,0.9029,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
17-03-2016,87.873802,87.873802,85.128899,86.111702,985918,77.332428,-0.347,0.8837,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
18-03-2016,86.226799,87.076897,85.571602,86.793503,1801793,77.944717,-0.345,0.8856,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
21-03-2016,86.3862,87.767502,86.111702,87.103401,751167,78.223022,-0.345,0.8881,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
22-03-2016,86.625298,87.661301,85.943497,87.661301,866308,78.724045,-0.344,0.8907,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
23-03-2016,87.776398,88.723801,87.670097,88.458199,909232,79.43969,-0.346,0.8948,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
24-03-2016,87.661301,87.918098,86.820099,86.882103,885818,78.024292,-0.349,0.8958,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
29-03-2016,87.227402,87.838402,86.634102,87.466499,774506,78.549095,-0.347,0.8937,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
30-03-2016,88.0243,89.653603,87.785202,89.387901,816245,80.274612,-0.347,0.8807,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
31-03-2016,88.989502,88.989502,87.413399,87.563904,1018008,78.636581,-0.303,0.8774,-0.0953591,0.69,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
01-04-2016,86.855499,86.855499,84.677299,85.8815,1214846,77.125702,-0.335,0.8814,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
04-04-2016,85.447601,86.784698,85.261703,85.943497,700585,77.181374,-0.331,0.8786,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
05-04-2016,84.517899,84.633003,83.287102,83.570396,1122752,75.050209,-0.332,0.879,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
06-04-2016,83.729797,84.199097,83.428703,84.199097,961231,75.614815,-0.334,0.8792,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
07-04-2016,84.2257,84.6241,82.3573,82.720398,976108,74.28688,-0.33,0.8788,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
08-04-2016,82.800102,84.013199,82.800102,83.570396,773564,75.050209,-0.334,0.8767,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
11-04-2016,83.446503,84.677299,82.853203,84.473602,1082914,75.861336,-0.333,0.8739,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
12-04-2016,84.951797,86.642998,84.473602,86.642998,1275742,77.809555,-0.341,0.8791,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
13-04-2016,87.661301,89.609299,87.6259,89.609299,1301998,80.473434,-0.337,0.8862,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
14-04-2016,89.432198,90.007797,89.033798,89.697899,922927,80.553009,-0.34,0.8879,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
15-04-2016,89.432198,90.052002,89.210899,90.007797,855714,80.831306,-0.341,0.8853,-0.0953591,0.07,0.00,15358,1725,4.85,4.83,26725,5259,15318,969,11827,9546,2830,-1836,-1036,-244
18-04-2016,88.900902,91.0261,88.679604,90.804703,830172,81.546974,-0.348,0.8827,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
19-04-2016,90.804703,92.974098,90.760399,92.974098,1213236,83.495193,-0.34,0.879,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
20-04-2016,92.708504,94.080902,92.265701,93.992401,799150,84.409676,-0.343,0.8826,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
21-04-2016,94.036697,94.435097,92.929802,93.859596,1104548,84.290413,-0.342,0.8859,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
22-04-2016,93.416801,93.771004,92.354301,92.885498,960213,83.415627,-0.34,0.8898,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
25-04-2016,92.796997,93.638199,92.265701,93.638199,847222,84.091583,-0.341,0.8875,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
26-04-2016,89.919197,92.0886,87.909203,89.122299,2110003,80.036095,-0.342,0.8845,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
27-04-2016,88.0597,88.989502,87.838402,88.502502,1163960,79.479485,-0.34,0.8843,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
28-04-2016,88.290001,89.078003,87.218597,88.900902,1037262,79.837265,-0.337,0.8838,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
29-04-2016,88.174896,88.325401,86.793503,87.661301,1460871,78.724045,-0.333,0.8731,-0.0953591,0.07,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
02-05-2016,88.157204,88.900902,87.829498,87.918098,513967,78.954666,-0.338,0.867,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
03-05-2016,87.661301,87.679001,86.031998,86.3862,1053311,77.578941,-0.331,0.8683,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
04-05-2016,85.8992,86.297699,84.314201,84.376198,1615182,75.773865,-0.336,0.8701,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
05-05-2016,84.393898,85.208504,84.004303,84.340797,976953,75.742073,-0.341,0.8773,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
06-05-2016,83.942299,84.818901,83.233902,84.526703,960700,75.909027,-0.329,0.8755,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
09-05-2016,84.969498,85.438797,84.190201,84.367302,902020,75.765869,-0.326,0.8775,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
10-05-2016,84.978302,85.075699,84.004303,84.721497,844337,76.083954,-0.333,0.8777,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
11-05-2016,84.659599,84.818901,83.809502,84.393898,759901,75.789757,-0.335,0.8747,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
12-05-2016,84.287697,84.845497,83.473,83.951202,899702,75.392197,-0.342,0.877,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
13-05-2016,83.411003,85.624702,83.101097,85.190804,1021999,76.505417,-0.341,0.885,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
16-05-2016,85.040298,85.297096,84.385002,85.066902,357831,76.39415,-0.347,0.8825,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
17-05-2016,85.536201,86.138298,84.1017,84.996002,833630,76.330467,-0.334,0.8823,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
18-05-2016,84.482498,85.562698,84.092796,85.447601,760332,76.736038,-0.337,0.8867,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
19-05-2016,85.164299,85.385597,84.376198,84.774696,784628,76.131737,-0.34,0.8925,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
20-05-2016,85.642403,86.341904,85.385597,86.040901,1190655,77.268845,-0.335,0.8919,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
23-05-2016,84.1194,84.6064,83.171997,83.366798,997343,77.200226,-0.338,0.8931,-0.0953591,0.41,2.60,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
24-05-2016,83.233902,85.952301,83.056801,85.465302,1189826,79.143494,-0.34,0.8961,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
25-05-2016,86.244499,86.465897,85.607002,86.023201,801833,79.660141,-0.342,0.8973,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
26-05-2016,85.8638,87.085701,85.8638,86.926399,835439,80.496521,-0.356,0.8941,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
27-05-2016,86.775803,87.218597,86.218002,86.536697,820701,80.135651,-0.346,0.8982,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
30-05-2016,86.4925,87.324799,86.341904,87.307098,407826,80.84906,-0.345,0.8979,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
31-05-2016,87.289398,87.395599,85.474197,85.474197,1144008,79.151741,-0.324,0.8983,-0.0953591,0.41,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
01-06-2016,85.403297,86.138298,85.013702,85.739799,996507,79.397697,-0.333,0.8949,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
02-06-2016,85.713303,86.3862,85.474197,85.890404,802337,79.537163,-0.33,0.8961,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
03-06-2016,85.987701,86.253403,84.1548,84.323097,1429343,78.085785,-0.338,0.8827,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
06-06-2016,84.296501,84.7127,83.853798,84.084,904546,77.864372,-0.331,0.8798,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
07-06-2016,84.588699,84.916298,84.252197,84.296501,1150424,78.061157,-0.333,0.8807,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
08-06-2016,84.190201,84.305397,83.597,83.933502,913281,77.725014,-0.337,0.8777,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
09-06-2016,83.464203,83.791801,83.0214,83.331398,1077204,77.167442,-0.331,0.8829,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
10-06-2016,83.154297,83.304802,81.861504,82.534401,1687903,76.429398,-0.329,0.8851,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
13-06-2016,81.808296,82.277603,81.3479,81.498398,1226361,75.470032,-0.327,0.885,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
14-06-2016,81.020302,81.259399,79.922302,79.922302,1788602,74.010513,-0.33,0.892,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
15-06-2016,80.577499,81.613503,80.497803,80.834297,1370337,74.855049,-0.334,0.89,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
16-06-2016,80.152496,80.949402,79.975403,80.630699,1356863,74.666512,-0.335,0.8971,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
17-06-2016,81.409897,81.746399,80.506699,80.851997,2420090,74.871445,-0.341,0.8892,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
20-06-2016,82.906303,83.499603,82.516701,82.835503,899418,76.708229,-0.341,0.882,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
21-06-2016,82.924004,84.004303,82.614098,83.437599,959996,77.265793,-0.335,0.8874,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
22-06-2016,83.906898,84.6241,83.411003,83.862602,789960,77.659348,-0.34,0.8864,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
23-06-2016,84.1194,85.580399,83.836098,85.173103,1358521,78.872925,-0.345,0.8811,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
24-06-2016,79.692101,82.197998,78.9394,80.462402,4013376,74.510666,-0.323,0.8996,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
27-06-2016,80.046303,81.064598,78.142502,78.549797,2648259,72.739532,-0.336,0.9113,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
28-06-2016,79.833702,80.851997,79.638901,79.762901,1562515,73.8629,-0.337,0.9048,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
29-06-2016,80.612999,82.375,80.373901,82.375,1171073,76.281784,-0.337,0.9005,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
30-06-2016,81.9412,83.322502,81.542702,83.287102,1362993,77.126419,-0.293,0.8996,-0.0953591,0.13,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
01-07-2016,83.756401,84.446999,83.065697,83.836098,1096651,77.634811,-0.321,0.8982,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
04-07-2016,84.287697,84.358498,83.242798,83.650101,657622,77.46257,-0.315,0.8978,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
05-07-2016,83.198502,83.446503,81.702103,82.791199,1323840,76.667198,-0.323,0.9005,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
06-07-2016,81.462997,81.879204,79.134201,79.337898,2033800,73.469337,-0.326,0.9033,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
07-07-2016,79.621201,80.232201,78.718102,79.6567,1249902,73.764557,-0.329,0.9032,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
08-07-2016,79.364403,80.7015,79.036797,79.577003,1338320,73.690758,-0.321,0.9061,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
11-07-2016,80.125999,81.684402,80.117104,81.613503,900953,75.576614,-0.326,0.9055,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
12-07-2016,81.737503,83.101097,81.480698,82.676102,814186,76.560623,-0.324,0.9032,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
13-07-2016,82.383904,83.180801,82.383904,82.879799,831417,76.749245,-0.326,0.9007,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
14-07-2016,83.304802,84.446999,83.145401,83.951202,1003766,77.741394,-0.332,0.9006,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
15-07-2016,83.676697,84.987198,83.5616,84.907501,949553,78.626961,-0.333,0.9033,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
18-07-2016,84.916298,85.739799,84.269897,84.889801,621661,78.610565,-0.334,0.9037,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
19-07-2016,84.615303,84.686096,83.552696,84.234497,652283,78.003738,-0.336,0.9082,-0.0953591,-0.38,0.00,16380,1838,5.12,5.1,28941,5730,16555,1028,12771,10201,2832,-2281,-1078,-933
