A1;A2;A3;A4;A5;A6;A7;A8;A9;A10
47,669998;47,720001;47,895;47,375;1697755;39,476822;0,152;0,7322;0,3005685;-0,56
47,744999;47,41;47,889999;47,375;923478;39,722637;0,111;0,7346;0,3005685;-0,56
48,200001;47,485001;48,145;47,32;1287180;39,785133;0,096;0,733;0,3005685;-0,56
48,735001;47,825001;48,294998;47,580002;1181061;40,16428;0,099;0,735;0,3005685;-0,56
47,965;48,299999;48,735001;47,950001;1960950;40,610085;0,137;0,7353;0,3005685;-0,56
48,055;48,685001;48,790001;47,84;1421933;39,968456;0,156;0,7361;0,3005685;-0,56
48,200001;48,275002;48,439999;47,985001;1508876;40,043453;0,154;0,7314;0,3005685;-0,56
47,605;48,080002;48,424999;47,715;1004821;40,16428;0,153;0,7324;0,3005685;-0,56
48,810001;47,654999;47,799999;47,264999;1732213;39,668476;0,147;0,7306;0,3005685;-0,56
49,125;47,91;48,955002;47,645;1794782;40,672581;0,21;0,7355;0,3005685;-0,56
48,744999;48,945;49,25;48,57;1703401;40,93507;0,3;0,7353;0,3005685;-0,56
49,005001;49,259998;49,259998;48,544998;1960149;40,61842;0,343;0,7376;0,3005685;-0,56
48,709999;48,700001;49,235001;48,619999;1055512;40,835075;0,359;0,7373;0,3005685;-0,56
48,709999;49,02;49,09;48,57;1179713;40,589252;0,351;0,7384;0,3005685;-0,56
48,404999;48,860001;49,110001;48,535;1062485;40,589252;0,238;0,7372;0,3005685;-0,56
47,775002;48,525002;48,924999;48,130001;1084217;40,335102;0,21;0,7309;0,3005685;-0,56
48,200001;48,615002;49,049999;47,549999;2738090;39,810139;0,191;0,7307;0,3005685;-0,56
49,355;47,919998;48,564999;47,794998;2187084;40,16428;0,188;0,7314;0,3005685;-0,56
48,759998;48,494999;49,5;48,075001;2508611;41,126724;0,179;0,7319;0,3005685;-0,56
48,955002;49,735001;49,959999;48,044998;2343090;40,630909;0,157;0,7329;0,3005685;-0,56
48,564999;48,884998;49,185001;48,290001;1224710;40,793407;0,155;0,7373;0,3005685;-0,56
47,474998;48,855;48,884998;47,650002;2027686;40,46843;0,228;0,7416;0,3005685;-0,56
48,205002;48,48;48,955002;47,384998;1498620;39,56015;0,14;0,7398;0,3005685;0,55
47,970001;47,419998;48,470001;47,16;1935189;40,168446;0,133;0,7402;0,3005685;0,55
50,599998;48,349998;48,75;47,900002;1974747;39,972622;0,145;0,739;0,3005685;0,55
51,060001;49,485001;51,139999;48,919998;4640185;42,164158;0,132;0,7353;0,3005685;0,55
50,740002;50,450001;51,18;49,720001;3098944;42,547462;0,131;0,7343;0,3005685;0,55
51,970001;51,009998;51,189999;50,5;1924488;42,280819;0,127;0,7327;0,3005685;0,55
51,990002;51,049999;52;50,959999;2358666;43,305763;0,122;0,7312;0,3005685;0,55
52,23;52;52,299999;51,509998;2250949;43,322426;0,17;0,7359;0,3005685;0,55
52,580002;51,720001;52,279999;51,630001;1585770;43,522408;0,159;0,7318;0,3005685;0,55
52,439999;52,189999;52,630001;51,889999;1712219;43,81406;0,144;0,7307;0,3005685;0,55
52,720001;52,419998;52,599998;52,009998;1016448;43,697403;0,15;0,7299;0,3005685;0,55
52,299999;52,52;52,77;52,220001;1156934;43,930721;0,153;0,7273;0,3005685;0,55
52,119999;52,470001;52,549999;52,080002;1423693;43,580742;0,164;0,7271;0,3005685;0,55
53,009998;51,619999;52,200001;51,189999;1706676;43,430744;0,169;0,7293;0,3005685;0,55
53,66;52,459999;53,049999;52,080002;1471600;44,172371;0,171;0,7275;0,3005685;0,55
53,950001;52,66;53,66;52,360001;1318345;44,714008;0,169;0,7285;0,3005685;0,55
53,509998;53,389999;53,98;53,360001;1176064;44,955666;0,166;0,7281;0,3005685;0,55
