DATE,,AIR.PA.Open,AIR.PA.High,AIR.PA.Low,AIR.PA.Close,AIR.PA.Volume,AIR.PA.Adjusted,,FP.PA.Open,FP.PA.High,FP.PA.Low,FP.PA.Close,FP.PA.Volume,FP.PA.Adjusted,,MC.PA.Open,MC.PA.High,MC.PA.Low,MC.PA.Close,MC.PA.Volume,MC.PA.Adjusted,,OR.PA.Open,OR.PA.High,OR.PA.Low,OR.PA.Close,OR.PA.Volume,OR.PA.Adjusted,,SAN.PA.Open,SAN.PA.High,SAN.PA.Low,SAN.PA.Close,SAN.PA.Volume,SAN.PA.Adjusted,Interest rates,Exchange rate(1 USD),Political Stability(yearly),CPI Infaltion(monthly)
16-01-2013,,32,32.584999,31.934999,32.435001,2511592,28.733982,,39.825001,39.994999,39.610001,39.895,3036350,27.661835,,139.350006,140.899994,138.899994,140.5,500610,122.246414,,105.849998,107.400002,105.800003,106.650002,425943,94.157021,,72.220001,72.860001,72.209999,72.599998,1738097,53.320438,0.067,0.7521,0.4487441,-0.5
17-01-2013,,32.400002,33.91,32.400002,33.700001,4084908,29.854637,,39.869999,39.970001,39.634998,39.709999,3498234,27.533554,,140.149994,142.399994,139.949997,142.199997,537476,123.725563,,106.650002,108.849998,106.400002,108.25,533720,95.569588,,72.699997,73.480003,72.400002,73.059998,1786362,53.658283,0.068,0.7487,0.4487441,-0.5
18-01-2013,,33.990002,34.785,33.82,34.599998,5299720,30.651939,,39.965,39.965,39.264999,39.310001,4796723,27.256214,,142.5,143.399994,141.449997,141.449997,577447,123.073006,,109,110.150002,108,108.300003,619246,95.613739,,73.110001,73.199997,71.800003,72.099998,2502639,52.953224,0.068,0.7524,0.4487441,-0.5
21-01-2013,,34.75,34.869999,33.939999,34.310001,2416236,30.395029,,39.474998,39.59,39.285,39.419998,1691022,27.332483,,139.800003,140,137.899994,140,567615,121.811394,,108.699997,109.699997,108.099998,109.550003,305743,96.717308,,72.010002,72.599998,72.010002,72.5,961622,53.247005,0.068,0.751,0.4487441,-0.5
22-01-2013,,34.400002,35.134998,34.314999,35,3005038,31.006296,,39.345001,39.564999,39.075001,39.490002,2522763,27.381027,,140.600006,140.850006,138.800003,139.300003,558709,121.202347,,109.300003,109.599998,108.5,108.5,422234,95.790306,,72.25,72.580002,71.5,71.57,1316998,52.563976,0.069,0.7527,0.4487441,-0.5
23-01-2013,,34.900002,34.974998,34.334999,34.755001,2057351,30.789255,,39.650002,39.650002,39.25,39.419998,2612949,27.332483,,139.800003,140,137.25,138.399994,567145,120.419235,,108.900002,110,108.449997,109.650002,413947,96.805611,,71.610001,72.449997,71.610001,72.059998,1755201,52.923851,0.068,0.7529,0.4487441,-0.5
24-01-2013,,34.720001,34.849998,34.314999,34.685001,1724079,30.727243,,39.349998,39.735001,39.16,39.735001,2654389,27.550898,,137.899994,140.550003,137.75,139.600006,564985,121.463326,,109.650002,110.75,109.25,110.25,392851,97.335312,,72.150002,72.75,71.739998,72.75,1635773,53.430618,0.068,0.7478,0.4487441,-0.5
25-01-2013,,34.744999,34.860001,34.415001,34.785,1704842,30.815836,,39.564999,39.985001,39.525002,39.825001,3420231,27.613308,,139.550003,140.949997,139.300003,140.850006,578547,122.550949,,110,111.849998,110,111.099998,451234,98.085739,,72.510002,73.459999,72.510002,73.089996,2072405,53.680321,0.071,0.7421,0.4487441,-0.5
28-01-2013,,34.654999,35.974998,34.544998,35.735001,3566623,31.657434,,39.834999,39.919998,39.494999,39.494999,2989202,27.384487,,141.449997,141.449997,139.699997,140.100006,480872,121.898392,,111,111.900002,110.849998,111.5,436671,98.438889,,73.209999,73.580002,72.989998,73.099998,1569308,53.68766,0.073,0.7428,0.4487441,-0.5
29-01-2013,,35.75,35.794998,35.23,35.299999,1910214,31.272066,,39.514999,40.345001,39.5,40.134998,4727889,27.828245,,140.399994,140.800003,139.5,140.699997,415147,122.420441,,111.400002,113.150002,110.599998,113.150002,442020,99.895599,,72.839996,72.910004,71.82,72.519997,1940744,53.261692,0.074,0.7419,0.4487441,-0.5
30-01-2013,,35.299999,35.400002,33.509998,34.389999,3019976,30.465902,,40.200001,40.82,40.150002,40.619999,5751960,28.164526,,141.199997,141.199997,138.5,139.5,690158,121.37635,,113.150002,114.5,112.449997,113.550003,546383,100.248756,,72.510002,73.129997,72.389999,72.699997,1908516,53.39389,0.081,0.737,0.4487441,-0.5
31-01-2013,,34.25,34.98,34.130001,34.605,1742410,30.656374,,40.450001,40.759998,39.93,39.93,6875297,27.686098,,139.050003,140.899994,138.550003,138.850006,1090762,120.810783,,113.050003,113.400002,109.400002,109.400002,1039189,96.584885,,72.5,72.669998,71.779999,71.860001,3489988,52.776962,0.08,0.7367,0.4487441,-0.5
01-02-2013,,34.470001,35.529999,34.424999,35.189999,2579467,31.174614,,39.950001,40.48,39.645,40.16,4323932,27.845577,,136.850006,140.850006,136,139.850006,1215364,121.680862,,109.699997,112,109.699997,111.900002,645477,98.79203,,71.980003,72.419998,71.669998,72.099998,1814727,52.953224,0.081,0.7302,0.4487441,0.28
04-02-2013,,35.02,35.189999,34.334999,34.82,1943529,30.846834,,40.189999,40.330002,39,39,6073779,27.041281,,140.050003,140.100006,134,134,1303933,116.590912,,112,112,108.599998,108.599998,696468,95.878586,,72.190002,72.300003,69.68,69.68,3353904,51.17588,0.079,0.7376,0.4487441,0.28
05-02-2013,,34.939999,35.23,34.599998,34.935001,1378391,30.948715,,39.009998,39.73,38.959999,39.450001,4379289,27.353289,,133.550003,135.850006,133.550003,135,718668,117.460968,,108.5,111.099998,108.400002,111,655908,97.997459,,69.839996,71.639999,69.839996,70.690002,2850050,51.91766,0.074,0.7392,0.4487441,0.28
06-02-2013,,34.939999,35.514999,34.735001,34.825001,1772348,30.851269,,39.424999,39.584999,38.665001,38.895,5048713,26.968468,,135.350006,135.449997,131.199997,132,1144697,114.850731,,111,111.099998,108.949997,109.400002,554605,96.584885,,70.5,71.129997,68.860001,69.370003,3492738,50.9482,0.067,0.7387,0.4487441,0.28
07-02-2013,,34.735001,35.445,34.720001,35.305,1642660,31.276499,,39.110001,39.43,38.369999,38.404999,5377081,26.628723,,131.699997,132.75,130.199997,130.75,912662,113.763145,,108.050003,109.75,107.550003,108.099998,591186,95.437164,,67,67.940002,65.910004,66.599998,8059120,48.913803,0.068,0.7468,0.4487441,0.28
08-02-2013,,35.299999,35.419998,34.865002,35.044998,1066617,31.046164,,38.404999,38.709999,38.209999,38.380001,4851318,26.611387,,130.899994,133.800003,130.550003,133.100006,752254,115.807808,,108.099998,109.050003,107.699997,108.599998,697934,95.878586,,67.690002,69.050003,66.93,69.050003,4440368,50.713181,0.068,0.7473,0.4487441,0.28
11-02-2013,,34.549999,34.895,34.330002,34.764999,1292085,30.798115,,38.220001,38.334999,37.98,38.16,4141133,26.458843,,132.300003,133,130.75,131.350006,563749,114.285172,,109.949997,110,107.75,107.949997,588958,95.304741,,71.860001,72.400002,70.809998,71.400002,5926430,52.439114,0.072,0.7474,0.4487441,0.28
12-02-2013,,34.849998,34.994999,34.580002,34.970001,1232483,30.979725,,38.110001,38.369999,38.029999,38.360001,4485462,26.597523,,131.100006,133.449997,131,133,703214,115.720818,,110,114,109.800003,112.050003,1203714,98.924469,,71.599998,72.5,71.099998,72.5,2442376,53.247005,0.073,0.7427,0.4487441,0.28
13-02-2013,,34.994999,35.244999,34.720001,35.174999,1091348,31.161333,,38.889999,38.895,38.119999,38.505001,5527988,26.698055,,134,134.5,132.199997,133.550003,659214,116.199356,,110,113,109.949997,112.5,537499,99.321762,,72.519997,73.489998,72.099998,73.389999,3106648,53.90065,0.064,0.7442,0.4487441,0.28
14-02-2013,,35.18,35.305,34.884998,34.884998,1219593,30.904419,,38.205002,38.404999,37.625,37.735001,6490137,26.164164,,133.699997,133.699997,131.699997,131.949997,540273,114.80722,,112.300003,112.949997,111.099998,111.099998,543829,98.085739,,72.889999,73.169998,71.629997,72.029999,3430158,52.901814,0.066,0.7495,0.4487441,0.28
15-02-2013,,34.380001,35.105,34.349998,34.895,1513167,30.913282,,37.830002,37.904999,37.16,37.299999,7321322,25.862547,,131.399994,134.199997,131.300003,133,855806,115.720818,,110.849998,111.949997,110.349998,110.5,533995,97.556023,,72.169998,72.800003,71.839996,71.900002,2799972,52.806328,0.06,0.749,0.4487441,0.28
18-02-2013,,34.785,35.259998,34.689999,35.200001,1022608,31.183479,,37.490002,37.630001,37.040001,37.445,3110931,25.963089,,132.600006,132.600006,131.350006,132.350006,453890,115.155258,,110,110.449997,109.349998,110.050003,412232,97.158745,,71.32,72.400002,71.25,72.260002,1253154,53.070744,0.058,0.7491,0.4487441,0.28
19-02-2013,,35.105,35.779999,34.950001,35.759998,1539428,31.679579,,37.32,38.470001,37.314999,38.299999,6366987,26.555914,,131.800003,134.399994,131.75,133.800003,737534,116.41687,,109.5,112,109.25,111.699997,547260,98.615471,,71.879997,74.199997,71.75,74.099998,2983991,54.422104,0.062,0.7487,0.4487441,0.28
20-02-2013,,35.75,36.799999,35.299999,36.25,2201378,32.113667,,38.400002,38.445,37.860001,37.955002,4250584,26.316704,,133.399994,134.649994,131.800003,132.5,613914,115.285759,,111.849998,112.900002,111.5,111.800003,490521,98.703751,,73.860001,74.129997,73.480003,73.769997,2608715,54.179741,0.069,0.7479,0.4487441,0.28
21-02-2013,,35.810001,35.985001,35.119999,35.299999,1539162,31.272066,,37.654999,37.700001,37.165001,37.23,6167478,25.814011,,131.300003,131.699997,129.050003,130.550003,955150,113.589104,,110.25,110.699997,109.199997,109.75,699336,96.893883,,73.269997,73.400002,71.019997,71.190002,3898256,52.284882,0.07,0.7564,0.4487441,0.28
22-02-2013,,35.5,35.889999,34.5,35.889999,1835389,31.794744,,37.525002,38.240002,37.5,38.060001,5461439,26.389509,,131.199997,132.699997,131,132.449997,621747,115.242271,,110,112.599998,109.949997,112.599998,518423,99.410042,,71.43,72.860001,71.43,72.839996,2694648,53.496704,0.071,0.7598,0.4487441,0.28
25-02-2013,,36,36.185001,35.43,35.540001,1311746,31.484686,,38.18,39.18,38.150002,38.41,6305883,26.632187,,132.75,135.449997,132.5,133.600006,940670,116.242874,,112.599998,115.900002,112.25,114.699997,984360,101.264046,,73.239998,74.139999,72.349998,72.480003,3284969,53.232319,0.064,0.7568,0.4487441,0.28
26-02-2013,,34.66,35.259998,34.330002,34.865002,1866903,30.886707,,37.724998,37.915001,37.169998,37.195,8304812,25.789751,,129.600006,132,129.100006,130.75,1006676,113.763145,,112.300003,113.599998,111.449997,111.949997,886552,98.836174,,70.169998,72.160004,70.099998,70.900002,4599339,52.071896,0.065,0.7649,0.4487441,0.28
27-02-2013,,36.400002,37.735001,36.055,37.139999,7553622,32.902115,,37.529999,38.049999,37.325001,38.005001,5475658,26.351374,,130.949997,131.399994,129.550003,131.399994,788176,114.328674,,112.300003,114,111.550003,113.449997,651522,100.160477,,71.010002,71.419998,70.150002,71.419998,2984080,52.4538,0.056,0.7628,0.4487441,0.28
28-02-2013,,38,39.25,37.52,39.18,7888501,34.709339,,38.150002,38.375,37.724998,38.294998,5121760,26.552454,,132.100006,132.649994,131.199997,131.899994,757773,114.763725,,113.699997,114.550003,113.400002,114.550003,619212,101.131615,,71.970001,72.580002,70.940002,72.580002,3169142,53.305756,0.066,0.7648,0.4487441,0.28
01-03-2013,,39.240002,39.985001,38.435001,38.950001,2734471,34.505585,,38.16,38.525002,37.825001,38.314999,5060081,26.566313,,132.050003,133.199997,130.199997,131.399994,583778,114.328674,,114.5,115.349998,113.900002,115.199997,522751,101.705467,,72.099998,72.980003,71.160004,72.230003,2144688,53.048702,0.059,0.7702,0.4487441,0.76
04-03-2013,,38.900002,40,38.705002,39.900002,2724613,35.347179,,38.009998,38.400002,38.009998,38.169998,2818133,26.46578,,130.5,132,129.550003,131.399994,508534,114.328674,,114.199997,115.199997,113.599998,114.699997,489506,101.264046,,71.720001,73.309998,71.650002,72.760002,2221448,53.43795,0.06,0.7686,0.4487441,0.76
05-03-2013,,40,40.049999,39.200001,39.400002,2347769,34.90424,,38.5,39.115002,38.439999,39,5039228,27.041281,,132,134.5,132,133.800003,1008316,116.41687,,115.449997,116.099998,115.099998,115.800003,837171,102.235184,,73.5,74.900002,73.220001,74.760002,3650574,54.906841,0.061,0.7677,0.4487441,0.76
06-03-2013,,39.165001,39.950001,39.16,39.435001,2007919,34.935242,,39.130001,39.355,38.970001,39.075001,3616257,27.093277,,135,136.149994,133.75,134.25,719543,116.808403,,115.800003,116.550003,115.400002,115.699997,559968,102.146904,,74.910004,75.489998,73.910004,74.199997,2118925,54.495541,0.07,0.7692,0.4487441,0.76
07-03-2013,,39.5,40.290001,39.465,39.990002,2442476,35.426914,,39.259998,39.264999,38.814999,39.16,3699829,27.152212,,134.550003,135.449997,134.399994,134.75,515921,117.243454,,115.550003,118.449997,115.5,118.449997,721252,104.574768,,74.629997,75.239998,74.419998,75.129997,2245979,55.178589,0.063,0.7644,0.4487441,0.76
08-03-2013,,39.799999,40.290001,39.709999,40,2199118,35.435768,,39.305,39.5,38.959999,39.189999,4120369,27.173014,,135.399994,136.850006,135.100006,136.699997,700817,118.940109,,118.699997,119.5,118.300003,119.099998,623796,105.148621,,75.309998,76,75,75.889999,2664559,55.736759,0.06,0.7703,0.4487441,0.76
11-03-2013,,39.889999,40.849998,39.525002,40.52,1930375,35.896435,,39.014999,39.375,39.014999,39.314999,3169736,27.25968,,136.350006,136.949997,135.600006,136.100006,627157,118.418068,,118.699997,119.400002,118.349998,119.050003,424184,105.104477,,75.739998,75.849998,75.190002,75.550003,1799971,55.487041,0.064,0.7684,0.4487441,0.76
12-03-2013,,40.224998,41.375,40.220001,41.115002,1910965,36.423542,,39.23,39.474998,39.130001,39.349998,3314248,27.283945,,135.550003,136.899994,135.399994,135.949997,716170,118.287544,,118.599998,119.050003,117.949997,118.849998,403845,104.927902,,75.260002,75.470001,74.43,75.269997,2113129,55.281406,0.068,0.768,0.4487441,0.76
13-03-2013,,40.529999,41.985001,40.419998,41.799999,2620488,37.030384,,39.435001,39.48,38.919998,39.209999,3129485,27.186884,,135.050003,136.600006,135,136.050003,640836,118.374573,,118.5,120.75,118.5,119.949997,579946,105.899055,,75.269997,75.550003,74.449997,75.330002,1904121,55.325474,0.068,0.7722,0.4487441,0.76
14-03-2013,,41.919998,42.18,41.650002,41.945,2633767,37.158836,,39.400002,39.595001,39.299999,39.564999,4500077,27.433018,,136.850006,136.850006,135,135.600006,764227,117.983025,,120.849998,120.849998,119.400002,120.400002,672255,106.296356,,75.900002,75.989998,75.239998,75.839996,2336847,55.70002,0.068,0.7705,0.4487441,0.76
15-03-2013,,41.849998,42.584999,40.82,42.584999,26899993,37.725807,,39.535,39.544998,38.98,39.165001,7815901,27.155676,,135.5,135.5,133.899994,134.199997,2365872,116.764915,,120.449997,121.400002,119.300003,120.300003,1426149,106.208061,,75.839996,76.300003,75.169998,75.879997,5649612,55.729412,0.07,0.7653,0.4487441,0.76
18-03-2013,,41.900002,42.52,41.555,42.049999,5375988,37.251854,,38.139999,38.860001,37.91,38.724998,5223660,27.261272,,131.449997,134.649994,130.600006,134.399994,764771,116.938911,,118.5,121.75,118.099998,121.75,667200,107.488205,,74.32,76.050003,74.300003,75.870003,2159881,55.722076,0.069,0.7717,0.4487441,0.76
19-03-2013,,42.049999,42.115002,41.439999,41.689999,2396216,36.932934,,38.549999,38.724998,38.27,38.395,5050343,27.028967,,134.199997,134.399994,131.350006,132.100006,817383,114.937744,,121.5,121.949997,120.099998,120.300003,804854,106.208061,,75.699997,76.32,75.349998,75.949997,2639967,55.780827,0.064,0.7759,0.4487441,0.76
20-03-2013,,41.669998,41.889999,40.52,41.355,2799679,36.636154,,38.73,38.935001,38.419998,38.73,3834080,27.264793,,133.300003,133.75,131.850006,133.300003,810359,115.981842,,120.650002,123.199997,120.349998,123.199997,843761,108.768356,,76.379997,78.480003,76.029999,77.82,4475102,57.154224,0.065,0.7722,0.4487441,0.76
21-03-2013,,41.134998,41.240002,40.404999,40.639999,2222872,36.002743,,38.650002,38.805,38.224998,38.25,5175851,26.926889,,133.25,133.399994,129.649994,130.649994,1036610,113.676109,,122.75,122.849998,119.25,120.349998,780882,106.252197,,77.650002,77.75,76.599998,77.32,2903811,56.78701,0.062,0.7737,0.4487441,0.76
22-03-2013,,40.450001,41.810001,39.880001,41.349998,2224734,36.631725,,38.330002,38.505001,38.080002,38.099998,4596773,26.821289,,130.25,132.149994,129.550003,130.850006,775923,113.850136,,119.800003,121,119.199997,120.300003,528635,106.208061,,77.32,78.18,76.650002,77.5,1963879,56.919212,0.061,0.7695,0.4487441,0.76
25-03-2013,,41.869999,42.294998,41.259998,41.455002,2238240,36.724747,,38.584999,38.855,37.799999,37.799999,5359299,26.6101,,132.050003,133.25,129.149994,129.649994,962931,112.806038,,121.550003,123.699997,121.449997,121.949997,926968,107.664772,,78.599998,79.18,76.610001,76.949997,3917458,56.515266,0.064,0.7763,0.4487441,0.76
26-03-2013,,41.650002,42.099998,40.880001,40.924999,1996213,36.255222,,38.035,38.134998,37.599998,37.700001,5966158,26.539713,,129.100006,131.949997,129.100006,131.300003,802837,114.241676,,121.550003,122.25,120.550003,121.25,655101,107.046768,,77.410004,78.779999,77.309998,78.400002,2996139,57.580212,0.064,0.7777,0.4487441,0.76
27-03-2013,,40.5,40.84,39.48,39.665001,3348435,35.138996,,37.955002,38.095001,37.130001,37.439999,6256551,26.356674,,134.25,134.699997,131.800003,132.699997,1487754,115.459785,,121.050003,121.599998,118.949997,120.650002,732862,106.517052,,78.489998,78.5,76.82,78.010002,3303064,57.293777,0.067,0.7824,0.4487441,0.76
28-03-2013,,39.73,39.860001,38.505001,39.700001,3368033,35.170002,,37.525002,37.794998,37.185001,37.355,6351612,26.296833,,132.800003,134.399994,132.350006,133.899994,844763,116.503876,,121.25,124.400002,121.199997,123.699997,950521,109.209778,,78.129997,79.459999,77.760002,79.269997,3331471,58.219166,0.112,0.7788,0.4487441,0.76
02-04-2013,,39.93,41.23,39.900002,41.115002,2830362,36.423542,,37.564999,38.345001,37.5,38.200001,6008285,26.891687,,133.350006,136.75,133.350006,136.699997,1134144,118.940109,,123,127.550003,123,127.25,1034648,112.343933,,79,81,78.82,81,3752894,59.489754,0.07,0.7789,0.4487441,-0.15
03-04-2013,,41.055,41.290001,40.334999,40.334999,2481741,35.732548,,38,38.105,37.505001,37.505001,4551117,26.402435,,136.649994,137.800003,135.5,135.600006,684384,117.983025,,127.150002,130,127,127.300003,1198919,112.388077,,80.5,80.970001,80.019997,80.050003,3043700,58.792034,0.072,0.7783,0.4487441,-0.15
04-04-2013,,40,40.395,39.139999,39.25,3950693,34.771351,,37.560001,38.119999,37.27,37.32,4288695,26.272194,,135.800003,136.199997,133.949997,134.399994,734492,116.938911,,127.75,127.75,124.099998,124.099998,793147,109.562927,,80.419998,80.559998,78.739998,79.080002,2496407,58.079632,0.074,0.778,0.4487441,-0.15
05-04-2013,,39.014999,39.279999,37.845001,38.279999,3755064,33.912037,,37.27,37.59,36.715,36.744999,6078230,25.867413,,134.350006,134.350006,129.649994,129.899994,1233519,113.02356,,123.849998,123.949997,120.949997,121.550003,874699,107.31163,,79.150002,79.300003,76.739998,77.559998,2412861,56.963268,0.075,0.7679,0.4487441,-0.15
08-04-2013,,38.279999,39.404999,38.240002,38.709999,2451022,34.292969,,36.904999,37.215,36.75,36.75,3427195,25.870934,,130.5,132.149994,130.149994,131.75,522700,114.633209,,122.199997,125.800003,121.900002,123.949997,600302,109.430496,,77.669998,78.550003,77.559998,77.809998,1412306,57.146881,0.082,0.7682,0.4487441,-0.15
09-04-2013,,37,38.189999,36.919998,37.599998,10143905,33.309624,,37.075001,37.200001,36.82,37.110001,3350769,26.124363,,132.300003,132.800003,129.050003,129.800003,752673,112.936546,,124.400002,125.099998,120.900002,121.550003,607575,107.31163,,78.589996,79.139999,78.019997,78.379997,2455973,57.565514,0.078,0.7658,0.4487441,-0.15
10-04-2013,,37.799999,38.474998,37.619999,38.474998,3341475,34.084778,,37.25,37.669998,37.200001,37.459999,4853079,26.37075,,130.449997,132.399994,130.399994,132,656978,114.850731,,122.300003,124.349998,121.599998,123.849998,576401,109.342201,,79,79.620003,78.050003,79.620003,2665788,58.476231,0.082,0.7642,0.4487441,-0.15
11-04-2013,,38.279999,38.580002,38.154999,38.380001,2367993,34.000618,,37.465,37.66,37.215,37.505001,3698572,26.402435,,131.949997,133.899994,131.850006,133,630872,115.720818,,123.150002,125.099998,123.150002,124.400002,436540,109.827782,,79.639999,80.690002,79.150002,80.309998,2375734,58.983002,0.086,0.7618,0.4487441,-0.15
12-04-2013,,38.255001,38.384998,37.18,37.654999,2510289,33.358345,,37.535,37.744999,37.07,37.189999,4223265,26.180677,,132.899994,133.600006,130.449997,130.850006,694688,113.850136,,123.599998,124.900002,122.849998,123.449997,510255,108.989067,,80.050003,80.099998,79.010002,79.5,2216771,58.388081,0.082,0.7635,0.4487441,-0.15
15-04-2013,,37.52,37.740002,37.25,37.505001,1813612,33.225464,,37.240002,37.325001,36.305,36.549999,4715286,25.730141,,130.75,131.5,129.25,131.25,599619,114.198181,,122.849998,123.75,121.650002,123.300003,418869,108.856628,,79.949997,82.300003,79.900002,81.900002,4203560,60.150757,0.083,0.7642,0.4487441,-0.15
16-04-2013,,37.165001,37.889999,37.044998,37.195,2100546,32.95084,,36.325001,36.73,36.185001,36.185001,3985258,25.47319,,127.699997,128.899994,126,126.25,1684072,109.847763,,122.199997,123.300003,121.400002,121.650002,500637,107.399918,,82.440002,82.709999,81.720001,82.349998,3773954,60.481255,0.08,0.7616,0.4487441,-0.15
17-04-2013,,38.5,39.299999,38.419998,39,13448819,34.549877,,36.355,36.400002,35.174999,35.25,7115606,24.81497,,126.550003,127.5,121.75,121.75,1584584,105.932396,,122.050003,122.699997,120.449997,120.900002,859819,106.73777,,82.349998,82.459999,79.540001,79.68,3726508,58.520275,0.078,0.7668,0.4487441,-0.15
18-04-2013,,39,39.09,38.580002,38.794998,4213754,34.368263,,35.68,35.700001,35.224998,35.279999,4307667,24.836088,,122.300003,122.449997,120.349998,120.800003,1219068,105.105835,,121.150002,122.650002,120.300003,121.150002,654675,106.958496,,80.199997,80.720001,79.980003,80.089996,2258204,58.8214,0.08,0.7645,0.4487441,-0.15
19-04-2013,,39.200001,39.93,38.849998,39.93,4721286,35.37376,,35.66,35.75,35.355,35.540001,6406229,25.019129,,122.75,123.75,121.400002,123.300003,1245394,107.281029,,124.550003,126.75,123.650002,126.400002,1115544,111.593506,,80.610001,80.739998,79.419998,80.639999,3773210,59.225357,0.083,0.7645,0.4487441,-0.15
22-04-2013,,40.5,40.59,39.200001,39.395,3274549,34.899811,,35.889999,35.985001,35.52,35.790001,3318954,25.195118,,122,122.800003,121.050003,121.849998,797058,107.590057,,127,127,124,125.300003,537489,110.622368,,81.139999,81.540001,79.699997,80.220001,1709086,58.916897,0.082,0.7674,0.4487441,-0.15
23-04-2013,,39.630001,40.75,39.52,40.615002,4458794,35.980595,,35.825001,36.945,35.705002,36.945,6115538,26.008209,,122.400002,125.650002,122.150002,125.099998,1181046,110.459724,,125.900002,130.800003,125.349998,130.800003,1033731,115.478104,,80.699997,83.589996,80.639999,83.589996,4675197,61.391945,0.079,0.7684,0.4487441,-0.15
24-04-2013,,40.825001,41.02,40.115002,40.91,2780375,36.241936,,36.994999,37.945,36.970001,37.764999,6702717,26.585463,,125.900002,128.800003,125.300003,128.199997,1180908,113.196922,,130.300003,133.350006,128.899994,132.850006,854373,117.287964,,83.599998,84.790001,83.330002,84.599998,3823385,62.133743,0.083,0.7695,0.4487441,-0.15
